Player,embedding
Ryan Ellis,"[0.11224933553335033,0.13165598288682978,0.12302949673266722,0.1486807141631931,0.0977745169580137,0.08794286399625478,0.11955117366463151,0.1481512857961133,0.10916961716824883,0.09728481953738366,0.1078983271682257,0.10181067045303699,0.08993539038527161,0.12932411630319635,0.06782841591598199,0.16099437482920084,0.1416278473053061,0.03618899774418293,0.17463758907845398,0.11791537743731702,0.13449073590159827,0.0968049539421196,0.14959814739046545,0.15245220861802036,0.14236841273447176,0.09202158936287522,0.06402684038947871,0.16389697295216935,0.0985519068598036,0.12659483669895238,0.11721701637271924,0.09265210637661694,0.1545483779695243,0.14586276349497512,0.18207074365459247,0.1004184252025795,0.13555948524473763,0.08897233626261282,0.10571777825118252,0.1475124062199226,0.09889106420590987,0.12955925862760978,0.11778177368036694,0.11969592162250287,0.12198001230691884,0.10512900913003324,0.09827227425469105,0.15575946806400132,0.09533272778574937,0.14926499580558378,0.14676989616398642,0.07050189664005768,0.1033174347516717,0.11463342566856419,0.15092014172013055,0.0958737619267856,0.1618198024575351,0.0948788911249567,0.15304377143029033,0.18701164772911033,0.133776276387485,0.08328641139293909,0.17604120040981655,0.09298400241179491]"
Matt Grzelcyk,"[0.11225620988699916,0.1316109661514391,0.12298589804870413,0.1486253223554532,0.09779531338687678,0.08800677377860643,0.1196078526303274,0.14818741172484934,0.10921510960262813,0.09730174727784849,0.10800400440815769,0.10180140011880612,0.0899724730991266,0.12938773690003366,0.06785180919436927,0.1609489397202609,0.14154735041887845,0.036218788731306545,0.17452688921971365,0.11785139975644278,0.1343892109002228,0.096913625579915,0.14964555704484614,0.15238346778284503,0.14232307566435304,0.0921051343388288,0.0640611508984874,0.16391347680894677,0.09855689192153912,0.1265260008375992,0.11732449942741993,0.09257144348189865,0.15457039222926955,0.14579377310897143,0.1820080873284143,0.10044355265174851,0.13563995548850077,0.08902355450243789,0.10576653806709455,0.1474481991766601,0.0988992045944659,0.12963236718329071,0.11781450068737367,0.11971820268307154,0.12200515605223115,0.10508194098964249,0.09836116379190223,0.15565375993066016,0.09544375735329413,0.14923476250485404,0.1468343308077145,0.07056842396341477,0.10328656959809863,0.11464753912605366,0.15096162402820326,0.09594138145687733,0.16187750207715323,0.09500310172442332,0.15306972575111452,0.18693487106835074,0.133714342492471,0.08333523876678572,0.17589361469045248,0.09300443294548018]"
Sean Kuraly,"[0.11225389453083535,0.13163894171105164,0.1229941784787934,0.14864779138753204,0.09779659361727312,0.08799749577497916,0.11959132164140675,0.14816710823691825,0.10920718936792538,0.09730204826963823,0.10796497808493219,0.10181561418913135,0.08996412467858153,0.12938763382307814,0.06784648255676984,0.16094951552445957,0.14158627501628182,0.036224203450544,0.17456201833045165,0.11787629817367265,0.13443105578690379,0.09688628817780064,0.1496274191939982,0.15241443450846795,0.14233639171480553,0.09208692880050393,0.06405617823587954,0.1638840463743726,0.09857969425304455,0.12653858889026326,0.11727858544423554,0.0925936655498598,0.1545543498873603,0.1458189490165098,0.18202544405888663,0.10045345375096623,0.13560261520112993,0.08901520870064662,0.10576012006725401,0.14746101787293012,0.09889298427416332,0.12958379398829256,0.11779145679314328,0.11971584311299395,0.12200211559673571,0.10510130517926226,0.09835715111237983,0.15568369799185355,0.09540889083056518,0.14922825812296067,0.14681182498527884,0.0705571775495659,0.10330772394722303,0.11464100496771841,0.15095109610284504,0.09592131464922805,0.16184067758907072,0.09495316189974527,0.15304922710142033,0.18695322263447503,0.13372017840216843,0.08333822923645043,0.17595268894091062,0.09300315831027214]"
David Backes,"[0.11228490310399103,0.1314616224763659,0.12278303513335895,0.14840412927605418,0.09790803957935491,0.08831209304147006,0.11985353341866918,0.1483134640937572,0.10942784266676281,0.0973908256763686,0.1084363658156878,0.10179685051903291,0.0901400475089798,0.12971908002782692,0.06795782988107801,0.16071307915511257,0.14124576737190597,0.03639122701765518,0.17405474610988256,0.11759319132702747,0.1339873039505458,0.09739749016127953,0.14983770044998063,0.15211858367419387,0.14212613769121504,0.09248583460690628,0.06422526205651967,0.16390869812834685,0.09865222782124128,0.12620485141301208,0.11774473280552043,0.09221838794855113,0.15463630088080543,0.14550970147252223,0.18173274022132116,0.10060496099918737,0.13594544393468636,0.08926572249482541,0.10600119544041695,0.1471516246275235,0.09892191260362763,0.12986470048679358,0.11791460804683966,0.11982717789542112,0.12212693527613946,0.104894936065776,0.09881308995926834,0.15519226533080954,0.09591768827602744,0.1490559415302872,0.14710141896118117,0.07088243911407019,0.1031904026439861,0.11470141482870319,0.1511452542131907,0.09623356022691307,0.16206547533552718,0.0954991315113064,0.15314221772385786,0.18658848899822134,0.13340848691718946,0.0835997236801315,0.17530182917378373,0.09310752504872369]"
Tim Schaller,"[0.11225409497982876,0.1316247442618018,0.12299894420087766,0.14864219546356183,0.09778914951875597,0.08798784217987912,0.11959064196870088,0.14817630471471757,0.10920168393663811,0.09729686467502925,0.1079720585402429,0.10180433263878572,0.08996152593516467,0.12936915998845225,0.06784476649336944,0.16096218334465315,0.1415719249927265,0.03621018296482878,0.17456023935316123,0.11787079365331422,0.13441986242419418,0.09688118696015072,0.1496310930806122,0.1524044518827652,0.14233682413715712,0.09208019575889807,0.0640509316739675,0.16390801268177738,0.09855608893778431,0.12654649154165346,0.1172919451677724,0.09259567499841735,0.15456338033256922,0.14581472470490153,0.1820269538882456,0.10043640708464648,0.13561546759024798,0.08900823214664179,0.10575212107979548,0.14746733048620958,0.09889683825248893,0.12960986175025946,0.11780435025153345,0.11971156152053641,0.12199767835540987,0.10509631684843326,0.09833506594569716,0.1556855191657731,0.09541020168774032,0.1492436108097839,0.14681488073611612,0.07054845049291908,0.10329603624363758,0.11464313242434736,0.1509492997972841,0.09592090803521737,0.1618596945035504,0.09496547812144707,0.153061591339967,0.1869579065725449,0.13373261114479945,0.08332090980665202,0.17593830484813885,0.09299830230617327]"
Brandon Carlo,"[0.1122515821117279,0.1316414180122208,0.12301568499098818,0.1486628509864887,0.09778105605487591,0.08796292197228664,0.11956942695965513,0.1481630597427272,0.10918384603185553,0.09728996717671864,0.10793214806215756,0.10180757783595586,0.0899469739726122,0.12934382431605507,0.0678358682594735,0.16098034861017738,0.14160183621429054,0.036198133402800765,0.17460230465386592,0.11789485362327491,0.13445830106920334,0.09683929502811382,0.14961345856440766,0.15243000019894043,0.14235387078412098,0.0920480090983255,0.06403766927552054,0.16390273799545343,0.09855279120532948,0.1265731197502545,0.11725147618294186,0.0926264268804709,0.15455581876324695,0.14584058746069326,0.18205078822572898,0.1004260306434221,0.13558540042929043,0.08898858736107297,0.10573306859123029,0.1474921527561743,0.09889355389018256,0.129583047482577,0.11779249565743298,0.11970297722333552,0.12198794785737398,0.10511378868676614,0.09829994258038179,0.15572586401762747,0.09536825901093424,0.14925561448020447,0.14679051240326313,0.07052305870937672,0.1033074189672209,0.11463809137017973,0.15093320436397908,0.09589545012492706,0.16183865255876803,0.09491871028887866,0.15305236658559268,0.18698727411056257,0.1337569168652041,0.08330161727913207,0.17599393310030545,0.09299049524735963]"
Danton Heinen,"[0.11226972169717084,0.13155344507349812,0.12288614007835101,0.1485259747013626,0.09785520748967323,0.08815882828426788,0.11972465919671028,0.1482388325638924,0.1093198074963688,0.09734807359084884,0.10820133625686307,0.10180955069714379,0.09005330365622756,0.12955969281984853,0.06790339703110435,0.16082722243385025,0.14141799673480765,0.036312181419362925,0.17430644925429115,0.11773464158512736,0.13421030346384788,0.0971455259278238,0.14973321435277845,0.15226744494286135,0.14222972529905498,0.09229017988081083,0.06414310044263899,0.16389010163816214,0.09862217397822971,0.12636800259401107,0.11751042422647308,0.09240336640144226,0.1545940544394203,0.14566356452913506,0.1818771704324704,0.10053453297893783,0.13577254732531785,0.0891439339161901,0.10588392353991956,0.14730322349939842,0.0989061114075279,0.1297186887889332,0.11785039806908619,0.11977343987129221,0.12206650133780769,0.10499803387778611,0.09859298956601073,0.1554350469133029,0.09566603856194106,0.14913686899445514,0.1469574863814081,0.07072434137717959,0.10325184986730357,0.11467141260543168,0.15104944775511367,0.09607970764139226,0.1619494307423945,0.09522567240566714,0.15309318979667397,0.18676780981411484,0.13355968001226665,0.08347511495004668,0.17562821180803387,0.09305756386879685]"
Keith Yandle,"[0.11226167968393375,0.1315846029966749,0.12294545657398709,0.14858360657941047,0.09781867382393508,0.08806855768040496,0.11965549871669938,0.1482100511228593,0.1092581538305493,0.09732045118469704,0.10808689787542719,0.10180258668116719,0.09000611704242259,0.1294566739094184,0.0678727340909879,0.1608999725791469,0.14149163646865054,0.0362554416263125,0.17443531958974282,0.11780226459724116,0.13431278837955354,0.09700942474776679,0.14968198864325288,0.1523341367954684,0.1422849361861085,0.09218091651571308,0.0640942199661275,0.1639076963803174,0.09858088931987855,0.1264616029478566,0.11740393197802292,0.09250213718313291,0.154580921323057,0.1457395592249239,0.18195429968983629,0.10047871065257447,0.13569692825821422,0.08907208288839957,0.1058142066110264,0.1473889595907049,0.09890329408626261,0.12967247463950368,0.11783131332349689,0.11974030366782175,0.1220298441445493,0.10504679210745005,0.098454320289476,0.1555634478362169,0.09553557612811986,0.14919698321300304,0.1468858659317667,0.07063105493792995,0.10327004210660881,0.11465731937097354,0.1509981803696574,0.09599810111284218,0.1619101998500985,0.09509732410857955,0.15308119102643516,0.18686657336544926,0.1336518889260987,0.08339037733010035,0.17578128183006372,0.09302531434500282]"
Evgenii Dadonov,"[0.11226374407867566,0.13158086098701233,0.12292784834965094,0.1485699880948286,0.09783097858226193,0.08809629765526808,0.11967425619310891,0.14821471527293917,0.10927682010480388,0.09732975877675379,0.10811548086826121,0.10180814701599852,0.09001990733387544,0.12949089751843723,0.06788155887970487,0.16087589994369542,0.141476575769201,0.03627554134183101,0.17440107037729627,0.11778584874261583,0.13428867977700767,0.09704809321211191,0.14969449067645982,0.15231953488465935,0.14226997900723787,0.09221277626558756,0.06410918691367086,0.16389492890064203,0.09860015600003491,0.12643358849424208,0.11742833109399484,0.09247475396858486,0.15458125242356646,0.14572052973055455,0.1819329857874132,0.10049956594092292,0.1357130752705289,0.08909378883843697,0.10583582359117955,0.14736360317297106,0.09890293180350497,0.12967629567889427,0.11783212874220665,0.11975067040911842,0.12204123986291276,0.10503538600006912,0.09849939754008286,0.15552810652552648,0.09557029238939858,0.14917566635939403,0.14690421633830558,0.07065905811205109,0.10326896560111892,0.11466029822130182,0.15101277081833284,0.09602016872241555,0.16191440310107733,0.09512792123439029,0.15308023740730758,0.18683833316864906,0.13362268918657796,0.08341908632352542,0.1757446860466373,0.09303557120662365]"
Mike Matheson,"[0.11226814943187091,0.1315557886939394,0.12290084349968743,0.1485366153740768,0.09784479570485644,0.08813523090426721,0.11970962013294863,0.14823569545642995,0.10930381263901702,0.09733988681800983,0.10817831324346087,0.10180450601654767,0.0900414705904472,0.12953004688880343,0.06789614355927899,0.16084816777883734,0.1414293605384142,0.03629464406031162,0.1743345059378843,0.1177477155048895,0.1342297149022318,0.09711310355070533,0.14972347594020743,0.1522786203454867,0.14224178380598435,0.09226346694176803,0.06413050156382916,0.16390208891159258,0.098604429265824,0.1263916359683851,0.11749108681546129,0.09242595863192539,0.1545948156335799,0.14567870123956056,0.18189469629823402,0.10051622619131519,0.13576012515524574,0.08912581392199424,0.10586548997155698,0.14732458659771433,0.09890629019263775,0.12971710692985836,0.11785062367392517,0.1197647356649721,0.12205689022989205,0.10500684342455234,0.09855417276807149,0.15546423194839573,0.0956378905353377,0.1491551809162061,0.14694262756746604,0.0707011147416189,0.10325216023729698,0.11466938133019722,0.151037099428721,0.09606187917278854,0.16194729652653295,0.09520129446983058,0.15309490872082113,0.18679126730954923,0.1335846820363593,0.08345046386772077,0.17565747856369118,0.0930490471710587]"
Jared McCann,"[0.11226125876913581,0.13159398600083538,0.12294326278025755,0.14858840499470155,0.09782276151075242,0.08807395069453869,0.11965423215508683,0.14820343449785492,0.10926142635091826,0.09732395049042579,0.1080807111846084,0.10180947202057408,0.09000780291993143,0.12946788380492555,0.0678733074649436,0.16089209996184056,0.14150221716611655,0.03626398745365756,0.17443821681968705,0.11780686297946073,0.13432095150459716,0.09701149180758091,0.14967844925412022,0.15234191256896548,0.14228580856950124,0.09218398443444552,0.06409692895314985,0.1638923775046312,0.09859640600818231,0.1264576008707029,0.11739402994559561,0.09250227200809787,0.1545740262562496,0.1457437507338805,0.18195449594999077,0.10048916603088415,0.13568753290229693,0.0890753354950857,0.10581872063107826,0.14738580077227306,0.09890143412791959,0.12965511590157872,0.11782260719466206,0.11974246352625519,0.1220321627951391,0.1050511398522789,0.09846743171842402,0.15556392369694813,0.09553244984707647,0.1491881120452432,0.1468828217722585,0.07063489205589184,0.10327766081997357,0.11465530617948509,0.150999071167957,0.09599668883703051,0.16189708597178126,0.09508758813048346,0.15307277544260586,0.1868649665670581,0.13364469585309427,0.08340041115008714,0.1757926125558426,0.09302772560885132]"
Colton Sceviour,"[0.11225928684213698,0.1316017282161092,0.12295877454794574,0.14860294775393149,0.09781316612077523,0.08804990355920377,0.11963666590021779,0.1481963954614568,0.10924482973653467,0.09731634990357291,0.10805123485581938,0.10180749981964404,0.08999505904447219,0.12943998211427438,0.06786539209156339,0.16091187079169886,0.1415207017733216,0.03624857098029368,0.17447162400964233,0.1178241524499025,0.13434751085224883,0.09697556456745152,0.14966559686702305,0.15235864808336363,0.14229986263082628,0.09215520314562542,0.06408405754488392,0.16389780871827894,0.0985843015071034,0.1264823617368068,0.11736668026322893,0.09252800892387872,0.15457144064264802,0.14576307133370356,0.1819744649801269,0.10047389022490534,0.13566837861476844,0.08905655512506856,0.1058000912153743,0.14740844909994014,0.09890043710348517,0.1296439718263545,0.11781821728250111,0.11973376067250657,0.12202248455729237,0.10506334805506251,0.09843012617657333,0.155597362835755,0.095498917461616,0.1492040996668151,0.14686431292092278,0.07061070017826149,0.10328213564992328,0.11465202952301011,0.15098537596646341,0.0959758195680179,0.16188770657169346,0.09505466838999918,0.15307028330998554,0.18689071054547862,0.1336693764020755,0.08337776446505818,0.17583191537320678,0.09301940205671012]"
Denis Malgin,"[0.11225049331084566,0.13164808858896557,0.12302150904750091,0.14867099734802897,0.09777837345676063,0.08795488894743578,0.11956112769076924,0.14815748187218084,0.10917828103574861,0.09728824440587686,0.10791728540244672,0.10180912926170285,0.08994248174573989,0.1293364718656124,0.0678326365063111,0.16098548716262476,0.14161375632796838,0.03619489325093034,0.17461756628009972,0.11790398053820023,0.1344723942182703,0.09682508264595673,0.14960641809771383,0.15244019496998437,0.1423603851912558,0.09203701904924257,0.06403319159290397,0.16389931146364004,0.098553825782564,0.1265820514153214,0.11723625152996027,0.09263745126872057,0.1545517336713386,0.1458505664838039,0.18205941453557312,0.1004235377265739,0.1355737100714026,0.08898168947621453,0.10572698317250372,0.1475004855226408,0.09889274738071532,0.1295718787556871,0.11778730298589203,0.1197000139394981,0.12198467296108162,0.10512081971575964,0.0982893250511431,0.15574022280747069,0.0953525912368154,0.14925922745462952,0.14678147609240408,0.07051393457274764,0.10331204607000583,0.11463571235381712,0.1509279238955522,0.0958857717126729,0.16182964078641196,0.09490108453510142,0.1530480215049437,0.18699764991888201,0.1337645173302946,0.08329572467655268,0.1760147915887672,0.09298768689139016]"
Mark Pysyk,"[0.11226396139396555,0.1315682134270086,0.12293100999594819,0.14856449619610823,0.09782511939999008,0.08808967152245048,0.11967444642374192,0.14822287561906264,0.10927335542212169,0.09732597952993204,0.10812327193142404,0.10179852245224003,0.09001870941001265,0.129477121856122,0.0678805143225753,0.16088523650784026,0.14146334391232046,0.036264620638792294,0.17439754043633393,0.11778017183350058,0.134277354358001,0.09704615057674326,0.14969819487799593,0.15231017909318828,0.14226967469192198,0.09220885766918094,0.06410548243468989,0.1639149938833695,0.0985811095479941,0.12643874601579394,0.11744143740937762,0.0924749365494112,0.1545887631415453,0.1457159376611293,0.1819331301589784,0.10048605454510084,0.13572514504640282,0.08908887584471001,0.10583025858474504,0.1473675220326288,0.09890653062359336,0.12969920550950295,0.11784331508252001,0.11974749581062276,0.12203802941073065,0.10503058389595973,0.0984831189236582,0.15552762052141475,0.0955732287845525,0.14918788084990706,0.14690791093843275,0.07065285942285707,0.10325865760410781,0.11466212122229393,0.1510122428527773,0.09602085617741207,0.1619310535303785,0.09514039636123815,0.15309080421227841,0.18684081373972394,0.13363162322649583,0.08340569418881238,0.17573002034505306,0.09303180717142805]"
MacKenzie Weegar,"[0.11225680247475114,0.13160975099121255,0.12298040898261887,0.14862118437710664,0.0977991050172609,0.0880155954071034,0.11961351143230964,0.1481887910840527,0.10922114460691536,0.09730480040648437,0.10801293109154395,0.10180305381790901,0.08997698756598567,0.12939871102009207,0.0678545262591575,0.1609411759740015,0.141542738829971,0.036225188291637525,0.17451617771515765,0.11784631140786943,0.13438153279054943,0.09692592706922022,0.14964930960209344,0.15237903519969717,0.14231853519021329,0.092115191299743,0.06406583998592048,0.1639094255977286,0.0985632279203493,0.1265171466186094,0.11733218219117388,0.09256287481492098,0.15457022628111777,0.14578795684004106,0.18200146770159564,0.10045019022738343,0.13564496782981517,0.08903029148418054,0.10577342735431114,0.14744017915398624,0.09889928328551827,0.12963354492557966,0.11781468337969164,0.11972142280217567,0.12200872573907683,0.1050785189119236,0.0983755495819298,0.15564268237690662,0.09545446960161458,0.14922814303690504,0.14684006478000616,0.0705770362596173,0.10328618278099504,0.11464832319422023,0.15096634028952535,0.09594812013954247,0.16187870787005862,0.0950126581940312,0.1530693152270281,0.18692606038353876,0.13370504375780395,0.08334426274016442,0.17588216698775272,0.09300755006856706]"
Frank Vatrano,"[0.11225827614946664,0.1316015894792707,0.12297024370514133,0.14860971381943186,0.09780457592739229,0.08803084171586402,0.1196260075336559,0.1481955792140336,0.10923183897365484,0.09730918125688313,0.1080352780247138,0.10180238613786498,0.08998548393747866,0.12941498519088307,0.06785987113885276,0.1609295973676909,0.14152682429275096,0.03623346977198187,0.17449205290914888,0.1178329326924055,0.1343605741333418,0.09695046475896571,0.14965924905465983,0.15236517049632672,0.1423085327030675,0.09213438572798663,0.06407402223860438,0.16391009888542943,0.09856725778797608,0.1265010411833661,0.11735416366251789,0.09254491304461736,0.15457390616368494,0.14577333044306653,0.18198750741698502,0.10045781052000634,0.13566106291375207,0.08904238690948851,0.10578513370122185,0.14742527786692675,0.09890062796356375,0.12964640863410554,0.11782028290887517,0.11972683212667191,0.12201478829068893,0.10506880954114674,0.09839782808135757,0.15561921467790532,0.09547868496286983,0.14921961920159268,0.1468538352798249,0.07059270443063997,0.10328082663420271,0.1146511393815198,0.150975689430851,0.09596300016059107,0.1618890289986691,0.09503844099038201,0.153073482665687,0.18690860163662903,0.13368988457526532,0.08335711713762095,0.1758514748519588,0.09301262077766254]"
Aleksander Barkov,"[0.11224728086341641,0.1316734694852608,0.12304054784226333,0.1486984727412694,0.0977708786818385,0.08792750966306014,0.11953501964221165,0.14813792674633536,0.10915825438902332,0.09728160421668437,0.10786560382237809,0.10181692319071428,0.08992553738512685,0.12931164765966788,0.06782221496407193,0.1610034315123322,0.1416556247272493,0.03618486365145786,0.17467005181396658,0.11793557627543816,0.13452355377575081,0.09677525625507048,0.14958329762504496,0.15247520709159176,0.14238134444099865,0.09199964013792646,0.06401861183689005,0.16388458686735666,0.09855798360309788,0.12661217151188792,0.11718177490888922,0.09267473663159241,0.15453913085627907,0.14588400303114468,0.18208831696981534,0.10041659103191868,0.13553218955440377,0.08895977171835555,0.10570625671603398,0.14752889887017917,0.09888750293033605,0.1295298929272872,0.1177682369620868,0.11969084562473639,0.121974166652461,0.10514417644057435,0.09825367049807357,0.15578935107787176,0.09530028623683198,0.1492688304719016,0.14675032931680246,0.0704854769443317,0.10333005019891307,0.11462866641937133,0.15090875138105264,0.09585437970878984,0.1617971012561939,0.09483916509733563,0.1530323518337256,0.18703228066626998,0.13379017563727172,0.08327783078813995,0.1760882933510216,0.09297964892717875]"
Frederik Gauthier,"[0.11224069914153151,0.13170892219240046,0.12308443653785651,0.14874852357826598,0.09774717021439909,0.0878621060683703,0.11948025664664993,0.14810800180420947,0.10911254752690887,0.09726320719135717,0.1077686656255884,0.10181980891898683,0.08988936686147178,0.12924221283161946,0.0677990148332413,0.16105254644890002,0.1417250611899091,0.03614962484336779,0.17477425589365223,0.11799368445720362,0.13461408798195273,0.0966697745540557,0.14953973082223723,0.15253573540606058,0.14242488927722413,0.09191693731606543,0.06398331859808835,0.1638809252321561,0.09854181535835971,0.1266814850356236,0.11708643067543843,0.09275253273833325,0.1545221525644429,0.14594769393940168,0.18214864035099926,0.10038418138272341,0.13546209381505006,0.08890735075857485,0.10565601529010198,0.14759293240806157,0.09888212099015417,0.12947360097680063,0.11774353650128058,0.11966736148502849,0.12194795063861089,0.10518669290685914,0.09815845671473784,0.15589063213880186,0.09519507992020267,0.1493054492871556,0.14669049672756213,0.07041748337734846,0.10335335217820607,0.11461600464209616,0.150868633595733,0.09578950531655304,0.1617516116615387,0.09472731173898527,0.1530137169289901,0.18710757333937444,0.1338550501552136,0.08322263335597851,0.17622108925568183,0.09295755914425116]"
Erik Karlsson,"[0.11227274451980818,0.1315336881630025,0.12286668430202506,0.14850144515548827,0.09786455345258635,0.08818733674986655,0.11974977434749029,0.14825464022672838,0.10934003815089725,0.09735568891301323,0.10824808329952594,0.10180563141427941,0.09006978435130071,0.12958816124262929,0.06791381476456486,0.16080679687317984,0.1413825034648431,0.0363256422299435,0.17425721899358024,0.11770632152763187,0.13416544173717646,0.09719384731373999,0.14975416717334183,0.15223706849289306,0.14220953679953965,0.09232735701929846,0.064158413232684,0.16389696380565322,0.0986247404606703,0.12633733631418698,0.11755784978795955,0.09236759755950665,0.15460361674224699,0.14563296989895033,0.18184923085167284,0.10054592864665832,0.1358079964664358,0.08916675199683517,0.10590564967384032,0.14727458892069506,0.09890964289362031,0.12975065629040194,0.11786469525414359,0.11978335231442393,0.12207768490846556,0.1049772183564639,0.09863278457942957,0.15538801255629567,0.09571531809253148,0.14912314122435133,0.1469859480861175,0.0707540466711188,0.10323835708153195,0.11467763847897047,0.15106781452225407,0.09610971094494795,0.1619746444397302,0.09528060025475212,0.15310446774708827,0.18673352855109804,0.13353196893416105,0.08349705743797155,0.17556277137462753,0.09306672049824415]"
Jordan Weal,"[0.11224835595367101,0.1316774206167844,0.12302971350876904,0.14869368054143248,0.0977802293720246,0.08794510402309776,0.1195450910155022,0.14813666999871944,0.10916950120851833,0.09728825235425198,0.10787715918485348,0.10182449930214159,0.08993320187804549,0.12933581071013467,0.06782749208468448,0.16098665142537097,0.14165371942653376,0.03620038931113793,0.17465357856699706,0.11792943079812224,0.1345162314524626,0.09679642259964284,0.14958847802686992,0.15247167974943895,0.14237334116022896,0.09201821105429316,0.06402826791059082,0.16386858677670613,0.09857663224104908,0.1265951157590167,0.11718857423664379,0.09266018046650755,0.1545361220401741,0.14587588230405246,0.1820768858366066,0.1004337343347035,0.13553525161351482,0.08897358202419152,0.10572010774669943,0.14751376804060787,0.09888546291440609,0.1295213875475882,0.11776365689919797,0.11969781422266754,0.12198167485675336,0.1051401866543168,0.09828471148725654,0.1557708480390809,0.09531752536333246,0.14925180788645243,0.1467583134382524,0.07050338282628535,0.10333437972731398,0.11462964436628371,0.15091653073142808,0.09586596809376667,0.16179173469896885,0.0948496164387476,0.15302714290510058,0.18701617012412167,0.1337707904749745,0.08329917437931178,0.17607576869217162,0.09298701975760104]"
Charlie Coyle,"[0.11225039830404984,0.13164760712319,0.12302251745405472,0.14867138260430232,0.09777747373564712,0.0879532300850862,0.11956020512818077,0.14815766393021287,0.10917722449140262,0.0972876303110531,0.10791631390254283,0.10180835703515825,0.08994178422854558,0.12933413876375144,0.06783215839576988,0.1609870981760286,0.14161380977531443,0.03619337385455837,0.1746190230215771,0.11790447751861524,0.1344729496760162,0.09682315252403494,0.14960599592780535,0.15244042856659623,0.14236109601797353,0.09203529458255476,0.06403228232811105,0.16390095526396128,0.09855194564321962,0.12658365943004332,0.11723576258605377,0.09263878186931386,0.15455206927894316,0.1458512564085565,0.18206044350037892,0.10042184259396238,0.1355735578690505,0.08898038109894986,0.10572566558765059,0.1475018933237126,0.09889297698272137,0.12957288578422052,0.117787841604941,0.11969934333260776,0.12198395643702914,0.10512113564887525,0.09828634648731825,0.15574188354397372,0.09535106022730334,0.14926088648502533,0.1467807777557699,0.07051225400078229,0.10331156213414565,0.11463564944876292,0.15092720919300778,0.09588472800423053,0.16183028574051336,0.09490025917277305,0.15304860611508114,0.18699913072048605,0.13376636577213563,0.08329365429747766,0.17601578663110176,0.09298699386710332]"
Erik Haula,"[0.11223983457648613,0.1317161702663221,0.12308831260267511,0.14875564236834882,0.09774614213688596,0.08785713285597645,0.1194739334377327,0.1481023600992125,0.10910889986507309,0.09726252879382882,0.10775603167243283,0.10182264863127054,0.08988614032505825,0.129238980495855,0.067796737947572,0.1610548521019265,0.14173638221847726,0.03614903580932116,0.17478643975608363,0.11800159322760202,0.13462675297079219,0.09665929633672646,0.14953374504969486,0.15254507414527171,0.14242987924575173,0.09190925752027992,0.06398055294600308,0.16387486057331543,0.09854586109740783,0.12668738117019246,0.1170725986023749,0.09276087735219694,0.1545177708039422,0.14595605076382653,0.1821551563920711,0.10038460832424674,0.13545112490774025,0.08890296160851781,0.10565234129459355,0.14759858905304826,0.09888086755790011,0.12946115678700948,0.11773765940046521,0.11966565757008549,0.12194601262602647,0.10519285038966673,0.09815317469303764,0.15590161901980917,0.09518268492925591,0.14930608053016595,0.1466829911185547,0.07041163101004173,0.10335864444913755,0.11461388793104615,0.15086469699018581,0.09578204474808763,0.16174189315760049,0.09471177976491728,0.15300859270815736,0.18711501345976755,0.13385929000588812,0.08322046052161533,0.17623942596154232,0.09295607497139675]"
Christian Folin,"[0.1122571268523784,0.13161189500357984,0.12297510869563723,0.148619425357358,0.09780361444288253,0.08802481932732446,0.11961768485075237,0.1481876550367977,0.10922735530558564,0.09730859687448598,0.1080182514261514,0.10180672176019011,0.08998140518430704,0.12941174403582212,0.06785696261700104,0.16093194959319038,0.14154253390659083,0.03623344922891077,0.1745082472410359,0.11784365708309255,0.13437784913912515,0.09693694978840753,0.14965116198097614,0.15237804375118522,0.14231511187935741,0.09212462946053666,0.0640706579771313,0.16390084485127582,0.09857388373664744,0.12650839430572855,0.1173352386612694,0.09255580142656623,0.15456762584864256,0.1457846005412005,0.18199604534094732,0.10045929174732515,0.1356459381729074,0.08903696364895411,0.10578073444188799,0.14743239921181048,0.09889880876211957,0.1296286452269889,0.11781186051051984,0.11972481499680954,0.12201247722176867,0.10507721224139552,0.09839207205675392,0.15563361575804122,0.0954622501687393,0.14921965702044462,0.14684379095713587,0.07058542839273162,0.10328842026953372,0.11464822720982588,0.15097062778993844,0.09595316847874714,0.16187521827665916,0.09501730169325398,0.15306607787799872,0.1869181956461524,0.13369480617620053,0.08335517670052475,0.17587647731938677,0.09301091897396521]"
