Player,embedding
Tyler Motte,"[0.1122613113659271,0.13158516914481913,0.12294785430893493,0.14858572677835766,0.09781696530298725,0.08806501779045711,0.11965256102864726,0.14820916600824224,0.10925588910724009,0.09731950666652919,0.10808287155137188,0.10180181395981051,0.09000455650433907,0.1294524513291217,0.06787150269030237,0.16090284509867,0.14149401152890975,0.03625292720887541,0.174440038969858,0.11780462680028922,0.13431601184881445,0.0970044551389591,0.14968003950203873,0.15233644568944954,0.14228714794081143,0.09217669232278199,0.0640922118842229,0.16390916627325536,0.09857885156991346,0.1264653151203266,0.11740051835980625,0.0925059369572608,0.15458036596579378,0.14574241099754576,0.18195725490330963,0.10047609281701186,0.1356945590219818,0.08906902985388858,0.10581143552293781,0.1473922638113829,0.09890362060075467,0.12967175122862507,0.11783103938620174,0.11973883830928472,0.12202829421381928,0.10504862290734347,0.09844866784936372,0.15556822419863497,0.09553056543969884,0.14919985306870118,0.14688324895148053,0.07062705821517043,0.10327024695094734,0.11465669752574897,0.1509963791214993,0.09599481663560087,0.16190928410732008,0.09509297702330127,0.15308109217922738,0.18687043546388055,0.13365559581717726,0.08338659775916507,0.1757864420350355,0.0930238439018931]"
Michal Kempny,"[0.11224410576137474,0.13168499015555526,0.12306497557565597,0.14872113232125522,0.09775551191900107,0.08788975119627566,0.11950722087274229,0.14812709694364443,0.10913233231166984,0.0972696923533624,0.10781972154479652,0.10181330633868141,0.08990575554480365,0.12926767111994142,0.06780970430942823,0.16103443096509448,0.1416841188643936,0.03616044359681608,0.17472209559543742,0.11796246428091373,0.13456448899349877,0.09671917753021661,0.14956307469458127,0.15250115458978522,0.1424034811093748,0.09195451961696559,0.06399830347167304,0.16389380270985898,0.09853860097909956,0.12665103196772212,0.1171395095976759,0.09271508311746021,0.1545350136119681,0.1459142016993779,0.18211956652105782,0.10039222850653313,0.13550258999072542,0.08893007722905837,0.10567698380578606,0.14756437864317482,0.09888630274414256,0.1295133165202342,0.11776169704665651,0.11967702318973066,0.12195884654118697,0.10516326813006024,0.09819494030115375,0.15584159705632802,0.09524772014529861,0.14929439169098122,0.14672143241241137,0.07044717387160586,0.1033365504068429,0.11462339597557168,0.15088742091921412,0.09582150212471377,0.16178290992540217,0.09478811556389809,0.15302869978422015,0.18707260253387786,0.1338289620397532,0.08324186324640752,0.17614906203173986,0.09296631899972167]"
Cam Fowler,"[0.11225702779404129,0.13162421524729492,0.12297211163051364,0.14862454763929348,0.0978093386377943,0.08803073605564501,0.11961782541157885,0.14817990830093988,0.10923015867850791,0.09731195051534808,0.10801060845934582,0.10181618653154999,0.08998207066673168,0.12942423355089863,0.06785804469558242,0.16092359877562185,0.14155519386751575,0.03624359171768968,0.1745118579487079,0.1178491131342603,0.13438921956616606,0.0969381707106954,0.1496478988446104,0.15238687371380363,0.14231516576047656,0.09212801937210865,0.06407413588674128,0.16388169241813688,0.09859146248150474,0.12650381279565143,0.11732235586549083,0.09255580777527603,0.15456094625596375,0.14578884161880323,0.1819959164944659,0.10047193588454086,0.13563431629768152,0.08904167207674699,0.1057856856348095,0.1474289626447542,0.09889495294920733,0.1296066045218443,0.11780126829595629,0.11972785194875923,0.12201548902234129,0.10508159616510016,0.09840686856874242,0.15563431811073167,0.09545955149374395,0.14920789342980983,0.1468401167521671,0.07059156883918725,0.10329850438954348,0.11464680279741798,0.15097071715846888,0.09595273999973734,0.16185936748091648,0.09500513437344127,0.15305616493522173,0.18691592884769895,0.13368672870325632,0.08336781598044488,0.17589084963844492,0.09301472600073037]"
Ryan Getzlaf,"[0.11225038735846722,0.13165320226209526,0.1230185035112135,0.14867263165470082,0.0977819292197653,0.08796094143668327,0.11956197036633778,0.1481539322839107,0.10918224625314545,0.09729140887511521,0.10791642447625321,0.1018136481888241,0.08994505774767587,0.12934671069219644,0.06783380473022499,0.160978232718046,0.14161863772055364,0.03620200840504728,0.17461591003766666,0.11790512801714269,0.13447469361907954,0.09683032377866857,0.1496053969653814,0.15244350000938273,0.14235956652718507,0.09204204130362217,0.06403626289726834,0.1638889651343369,0.09856518881004472,0.12657686437664284,0.11723285875506614,0.09263486000302282,0.1545473897820676,0.14585131905656337,0.1820574784843794,0.10043184949187127,0.13556971985013547,0.0889856596966931,0.10573188566395064,0.14749603725626342,0.09889183720648452,0.129562019940824,0.11778219149304087,0.11970226352333846,0.12198715380606115,0.10512242681941429,0.098301766505122,0.15573699610533184,0.09535399105908014,0.1492519586714421,0.1467814534837684,0.07051877937803205,0.10331638934569838,0.11463466330860234,0.15093003662709356,0.09588692015155986,0.16182219403736353,0.09489833161443287,0.15304285820820654,0.18699395223302506,0.1337572442595153,0.08330448680436177,0.17601787214847175,0.09299002677982306]"
Brandon Montour,"[0.11226928927730213,0.13155547563032222,0.12288959237471966,0.1485293501012471,0.09785317058173919,0.08815346846033201,0.11972074045783114,0.14823710036173107,0.10931606156811641,0.09734638041986941,0.10819449611830183,0.10180932636566283,0.09005037857252982,0.12955357623865787,0.06790163479274862,0.16083158741936407,0.14142243133200127,0.036308875332296105,0.17431411267014416,0.11773866762009998,0.13421660316355608,0.0971373540103856,0.14973027047926088,0.15227139539506648,0.14223288680350854,0.09228370764552554,0.06414025624746003,0.16389094312115263,0.09861973370233022,0.12637353775020183,0.11750394197287571,0.09240919469768989,0.15459339984641168,0.1456680043066541,0.18188169414289165,0.10053132003933589,0.1357679694301424,0.08913979594280949,0.1058797823413812,0.14730831226602575,0.09890575654312286,0.1297156958504093,0.11784919295380573,0.1197715444859108,0.12206437475552213,0.10500085921216729,0.098584781457957,0.15544265955869985,0.09565841657957495,0.1491402357318283,0.14695322422546173,0.07071902273922512,0.10325308919226066,0.11467067795300935,0.15104631381356565,0.0960750099970724,0.161947000034343,0.0952179542782932,0.1530924398183465,0.18677360523690867,0.13356514189645793,0.08347024343697575,0.17563744308906387,0.09305578010778255]"
Hampus Lindholm,"[0.1122480130775324,0.13165852587308205,0.12304107553651329,0.14868958852057282,0.09776646601609115,0.08792446012231733,0.11953898561705452,0.14814824434297946,0.10915713103629812,0.09727855087677098,0.10787945722857059,0.10180710527363525,0.08992610746991754,0.12930133553457743,0.06782263237078097,0.161010413693829,0.14163772109962858,0.03617569129975463,0.174660145408537,0.11792617638396047,0.13450679094023957,0.09677927428312019,0.14959001758009746,0.15246173193519397,0.14237814289652276,0.09200051100874448,0.0640169741232325,0.16390536336896488,0.09853897593100718,0.12661336953758515,0.11720082407525473,0.09267017585220097,0.15454837014711334,0.14587519160621248,0.18208472932566624,0.10040460851111024,0.13554881431621568,0.08895808494488434,0.105703418776607,0.14752918254422265,0.09889110519353853,0.12955666060752336,0.11778125042275561,0.1196891080346279,0.12197249339756935,0.105136409913516,0.0982423479087931,0.1557827755137886,0.09530996145716851,0.14927895494825452,0.14675777361902428,0.07048359315605962,0.10331821710959288,0.11463157955476887,0.15091036779448366,0.09585935182374955,0.16181705933103563,0.09485868614265598,0.15304445170038708,0.18703020230481007,0.13379564324630033,0.08326748614301632,0.1760653320356903,0.09297732484444074]"
Andrew Cogliano,"[0.11225267672191368,0.13163496412741613,0.12300680348330428,0.14865366504717512,0.09778592661143823,0.08797682524574191,0.11957950286238335,0.1481681669034972,0.10919379452716577,0.09729444434569684,0.10795089337201376,0.10180730699705307,0.08995496506601824,0.12935933383570267,0.06784042761223243,0.16096918208397332,0.14158920343132425,0.03620617481708787,0.1745817336637652,0.11788378322015272,0.13444050033214544,0.0968611350816967,0.14962137109675838,0.15241900418233434,0.14234564485338036,0.09206498792973049,0.06404493591870852,0.16390202887136768,0.09855819820510799,0.12655875468343775,0.11726979637232222,0.09261099751854494,0.1545577362390304,0.14582865611854637,0.18203887352475004,0.10043362353343108,0.13559848249507253,0.08899907145836106,0.10574378252575115,0.14747884521215385,0.09889510206657434,0.12959283488708379,0.11779652655905065,0.1197077040980423,0.1219933356521149,0.10510613542546624,0.09832081768021105,0.15570559139254203,0.09538849391921278,0.14924773565089447,0.1468020874239326,0.07053645379380241,0.10330326474214714,0.11463999676398008,0.15094170060311862,0.0959077238199453,0.16184627062166948,0.0949401494454234,0.15305506971882132,0.18697216019898863,0.13374291911189073,0.08331352078831454,0.17596834192436892,0.09299483000476899]"
Corey Perry,"[0.11225045339146518,0.13165195387259965,0.12302016409402228,0.14867247144648618,0.09778044207280277,0.08795755718841476,0.11956138747149761,0.14815499700974244,0.1091797880861617,0.09728966755735573,0.10791542865758305,0.10181223396129449,0.08994319196224583,0.1293415311364951,0.06783313808972191,0.16098202410714652,0.14161761631857966,0.036198732180903026,0.1746179701173584,0.1179054305226356,0.13447540992685061,0.09682653019946487,0.1496054823435944,0.1524428583438236,0.14236020165769017,0.09203890901926527,0.06403465469947621,0.16389276630837327,0.09856024154057949,0.12657985648449652,0.11723266311073527,0.09263684467693396,0.1545493180748539,0.14585164806268525,0.1820589418206407,0.10042820217741436,0.13557026056032648,0.08898364420298091,0.10572918492149408,0.14749872175801007,0.09889166874205531,0.129564801550922,0.11778381585442953,0.11970120397467905,0.12198590551017781,0.1051221265101427,0.09829538887624385,0.15573964224482773,0.09535234288767754,0.14925498786692262,0.14678068305516612,0.07051640260750708,0.10331524047818567,0.11463517031154856,0.1509284191637555,0.09588596364719369,0.1618244904568923,0.09489780676463479,0.15304467930906954,0.18699630464525452,0.13376109618046012,0.0833004961231926,0.17601862400717347,0.09298905581039887]"
Derek Grant,"[0.11223836973986605,0.13171794598671585,0.12310201043280218,0.148765270995681,0.09773630447853104,0.08783503359689808,0.11946002866758086,0.1480996878621114,0.10909390387715281,0.09725475608336333,0.10773492040550599,0.10181767553768908,0.08987506740906463,0.12921099699596672,0.0677899746653233,0.1610745448087318,0.14174645344571032,0.0361324729649441,0.17481221101331912,0.11801351520686568,0.13464440372512623,0.09662915661518776,0.14952482242874215,0.15255507336998414,0.1424409851568012,0.09188437264901511,0.06396875903924111,0.1638865491593633,0.09852875004051838,0.1267094327917399,0.11705503305793696,0.09278184136310606,0.15451873702029303,0.1459698710266167,0.18217131221999788,0.10036719386234526,0.13543994131287532,0.0888860300730648,0.10563504365123376,0.14761848182027584,0.09888106564935387,0.12946034246023713,0.11773818407544535,0.11965747640883917,0.12193698162156068,0.10520082136802164,0.0981166689765652,0.15592858784145597,0.09515673352089325,0.14932336761772386,0.14666929540442625,0.07038998021796274,0.10335860849808047,0.11461206190353415,0.1508531632091114,0.09576557071298822,0.16174040498141673,0.09468957582947013,0.15301049016992563,0.18713670176408742,0.13388273830912656,0.08319721046286604,0.17626595290181551,0.09294806128561495]"
Nick Ritchie,"[0.11228579979814599,0.13146176370849483,0.1227753992552973,0.14839901947689185,0.09791389145136431,0.0883240650775625,0.1198615845914757,0.14831451283019634,0.10943561958737989,0.09739476593481453,0.10844711247046429,0.10180044814250526,0.09014547626686657,0.12973444493605477,0.06796159914014664,0.16070240455357485,0.1412410604508955,0.03640070546274096,0.17404113353931144,0.11758712672643537,0.13397906751360797,0.09741321640220958,0.14984255320963236,0.15211353338335384,0.1421198622543066,0.0924992549240809,0.06423184308395413,0.16390101089615206,0.09866204805204211,0.1261928047555486,0.11775297821479444,0.0922071092773276,0.154635964877986,0.14550225996230473,0.1817239272094165,0.10061507360959257,0.13595054709630933,0.08927536642608791,0.10601058090617402,0.14714087500524387,0.09892093884562789,0.12986331941712148,0.1179135668771939,0.11983189581390662,0.1221320210670656,0.10489062333145394,0.09883319663112987,0.15517791417838997,0.09593177191073392,0.14904557570662336,0.14710851749296996,0.07089493988172921,0.10319130814624475,0.11470260056457429,0.15115106190694055,0.09624278509134697,0.1620652703358436,0.09551010802478033,0.15314062020879682,0.18657654779780095,0.13339563225170184,0.0836131451385826,0.17528864992721846,0.09311229603565824]"
Josh Manson,"[0.11224920911150651,0.13166547697552422,0.12302804778558614,0.14868510406180105,0.09777830517833709,0.08794591900555081,0.11955057992120183,0.14814530045605617,0.10917071170917589,0.09728679011939285,0.1078912469129889,0.10181761113321443,0.08993508901333,0.12933173453782984,0.06782885108510785,0.1609893819566318,0.1416380061019576,0.0361956160862396,0.17464190696122128,0.11792021711536725,0.1345005385090444,0.09680391110885396,0.14959522374545936,0.15245943304484383,0.1423690508845057,0.09202259440680585,0.06402876111148642,0.1638831773167738,0.09856402261257755,0.12659275282971885,0.11720613662833261,0.09265338192885346,0.1545435445425297,0.14586673710623593,0.182071607769778,0.10042690710825476,0.13555000168423,0.08897492346298293,0.10572041443311633,0.14751107224173116,0.09888802457100566,0.12954247349349218,0.1177738018964087,0.11969775321441348,0.12198174870589858,0.10513272928926173,0.09828110868843513,0.15576166881468848,0.09532920006427008,0.1492570877167524,0.14676628680920828,0.07050533538328865,0.10332511903418878,0.11463233157330432,0.15091941386001326,0.0958725414281494,0.16180774600331452,0.09486831565405894,0.15303642214896143,0.18701124314917064,0.1337716678377303,0.08329456978728318,0.176053725364057,0.09298646381042122]"
Adam Henrique,"[0.11223468405976861,0.13174143694340903,0.12312478481489193,0.14879434972006536,0.0977253602594948,0.08780177328787779,0.11943009728675714,0.14808061553338908,0.10907028912655968,0.09724609531267475,0.10767961412240465,0.10182244476677536,0.08985588939838869,0.12917797579502685,0.06777770319978588,0.16109798015524704,0.1417886644999323,0.036117035825599775,0.17486994811463696,0.11804701093193425,0.13469734279262197,0.09657258267826667,0.1494998274614294,0.15259114353168343,0.1424647718336023,0.09184078095861935,0.06395082507905071,0.1638777615500917,0.09852647401893731,0.12674532675860384,0.11699881669203466,0.09282407668720304,0.1545068492605001,0.14600605638208308,0.18220400859282673,0.10035414636261009,0.13539775551738475,0.0888591597076149,0.10560963972074522,0.14765189809584356,0.09887699603451584,0.12942202756771967,0.1177209658757338,0.11964574966142477,0.12192379872931698,0.10522559359815369,0.09807050457698567,0.15598372670535687,0.0950985291024872,0.14933915148058552,0.14663549828823194,0.07035506900471163,0.10337472260729161,0.11460449960508703,0.15083157154512922,0.09573001711238495,0.16171000550728182,0.09462460952314371,0.15299675458403117,0.187176725746424,0.13391491438135406,0.08317172534065241,0.17634293453812155,0.09293728572441748]"
Rickard Rakell,"[0.11225538010139163,0.13162054005752766,0.12298907435965123,0.14863323496785372,0.09779549235657034,0.08800305326853025,0.11960184736203348,0.14818042052102978,0.10921203878204247,0.0973016606383159,0.10799016288307081,0.101806108885284,0.08996935820713638,0.12938699927776115,0.06784981756785652,0.1609496278726712,0.14156087954532048,0.03622021383074592,0.17453952459262342,0.11786019317900272,0.13440391341816213,0.09690354935219518,0.1496391373588068,0.1523942864265164,0.14232790910521642,0.09209829651909175,0.06405915342149784,0.16390374883375786,0.09856424101415713,0.1265308528035139,0.11730840802953621,0.09257955502869021,0.15456493295118176,0.1458027171122282,0.1820144218663549,0.10044648494665373,0.13562694405633446,0.08902027070399218,0.1057639147644622,0.14745307425104556,0.09889710526727873,0.1296157978506605,0.11780665936714255,0.1197171864630638,0.12200388778487732,0.1050887543646442,0.09835887531961794,0.15566465462154247,0.09543119884215447,0.14923299678633256,0.14682631021372247,0.07056402351826335,0.10329377242260569,0.11464525645758866,0.15095775117749177,0.09593410840798403,0.16186491162523686,0.09498551326922378,0.1530627840166092,0.186941686101375,0.13371692436844057,0.08333566091666313,0.17591442906189958,0.09300378636438994]"
Chris Wagner,"[0.11227134530265352,0.13153085159293249,0.1228782444018794,0.14850790090612226,0.0978548364695201,0.08816938333785415,0.11973792177400196,0.14825466615352784,0.10932884279433842,0.09734940959634981,0.10823432342267957,0.10179826285720325,0.0900622536776044,0.12956438394332642,0.06790799999901546,0.16082320231928887,0.14138670486772095,0.03631038555256672,0.17427582640552478,0.11771399736384855,0.13417447592255302,0.0971715754495237,0.14974743594724474,0.1522426754627929,0.14221887213426768,0.0923077747443177,0.0641483045037268,0.16391172774035917,0.0986078566855295,0.1263550870659765,0.11754884825888294,0.09238355509749684,0.1546049717757894,0.14564300682105982,0.1818619727185977,0.10052925416721221,0.13580292433516647,0.0891520148388969,0.10589160537785035,0.1472903900365787,0.09891211095221242,0.1297569631611565,0.11786801933255038,0.11977602687454482,0.12206988362084824,0.10498276675695357,0.09860180618912395,0.15540834686634392,0.09569543410552461,0.149140438143722,0.1469766688548673,0.07073462310251279,0.10323478433594689,0.11467578972988142,0.15105989629129613,0.09609629203445874,0.16197797397341965,0.09526742495217193,0.15310842973960337,0.1867510336313404,0.13355153355059537,0.08347549491791671,0.17557849356996136,0.09305878576062664]"
Jakob Silfverberg,"[0.11224106070513862,0.13170153459510672,0.12308577425582921,0.1487445233676835,0.09774424104461282,0.08785853575836747,0.11948160621526675,0.1481132392696576,0.10911044158588723,0.09726070203550546,0.10777408157819271,0.10181455100742974,0.08988838671418599,0.1292342800511031,0.06779874491488852,0.1610581057423763,0.14171652796987355,0.03614344700473848,0.17477127783114801,0.11798976685960148,0.13460719765685564,0.09666903186930514,0.1495427162957891,0.1525294034562296,0.14242392475384788,0.09191525323961594,0.06398153401504658,0.1638925584403086,0.09853022083011875,0.12668397855277705,0.1170946623579979,0.09275183954836455,0.15452747520259222,0.1459440561609144,0.18214804594773024,0.10037652319331172,0.13546973849408572,0.08890527936608228,0.10565299608457686,0.14759483191542738,0.09888359557641987,0.12948717811061744,0.11775030642479836,0.11966590211759587,0.12194639290869012,0.10518309437785635,0.09814929027586748,0.15588950897825374,0.09519822018795626,0.1493119045488994,0.14669326151549805,0.07041507149575521,0.10334738682698741,0.11461760324219475,0.15086828441926137,0.09579104162521006,0.1617618887200261,0.0947355244438868,0.1530202174827225,0.1871082235294723,0.1338599869279348,0.08321545949430595,0.1762115186114621,0.09295588060771118]"
Korbinian Holzer,"[0.11225084271858894,0.1316437918594328,0.12302106202527464,0.14866786416927424,0.0977776007295306,0.08795475167710469,0.11956317233553505,0.14816069042512564,0.10917833223666355,0.09728745893420138,0.10792217823254645,0.10180663245787179,0.08994282239719491,0.1293343496303597,0.06783308766894013,0.16098698515459914,0.14160803963198548,0.03619281524760431,0.17461364329877885,0.11790072205265811,0.13446702624380727,0.0968272153202004,0.14960892979267726,0.1524357113277949,0.14235882665425045,0.09203820529747406,0.0640332105219235,0.1639048610782037,0.09854868090827336,0.12658156524339362,0.11724239639829058,0.09263523570595288,0.15455474070922892,0.14584726725006095,0.18205765662979448,0.1004207032606325,0.13557899850694013,0.08898201661701896,0.10572674482351291,0.14749985290804893,0.09889349056129555,0.12957959577166797,0.11779109158084375,0.11969991326641549,0.12198458154632126,0.10511804914217067,0.09828724158067224,0.15573725041462697,0.09535667040715969,0.14926133828193847,0.14678422704471888,0.07051451252955822,0.10330870952659196,0.11463682160312517,0.15092867801994955,0.0958881290748197,0.1618355911686941,0.09490764832948756,0.1530515536486409,0.18699611962236132,0.1337653123988443,0.08329369469785865,0.17600708733043108,0.09298747069801887]"
