first_player,second_player,faceoffs_together_count
Jujhar Khaira,Noel Acciari,1
Sam Gagner,Noel Acciari,1
Mikael Backlund,Noel Acciari,1
Sam Bennett,Noel Acciari,1
Pavel Zacha,Noel Acciari,1
Travis Zajac,Noel Acciari,1
Ross Johnston,Noel Acciari,1
Jeff Skinner,Noel Acciari,1
Kyle Okposo,Noel Acciari,1
Marcus Johansson,Noel Acciari,1
Sebastian Aho,Noel Acciari,1
Ryan Strome,David Pastrnak,1
Anthony Cirelli,David Pastrnak,1
Yanni Gourde,David Pastrnak,1
Nick Shore,Brandon Pirri,1
Chris Tierney,Brandon Pirri,1
Joe Thornton,Brandon Pirri,1
Logan Couture,Brandon Pirri,1
Chris Wagner,Valtteri Filppula,1
Patrice Bergeron,Valtteri Filppula,1
Brad Marchand,Valtteri Filppula,1
Brian Boyle,Valtteri Filppula,1
Jack Eichel,Valtteri Filppula,1
Zemgus Girgensons,Valtteri Filppula,1
Tyler Ennis,Valtteri Filppula,1
Jay Beagle,Valtteri Filppula,1
Sam Bennett,Valtteri Filppula,1
Elias Lindholm,Valtteri Filppula,1
Nick Shore,Valtteri Filppula,1
John Tavares,Valtteri Filppula,1
Alexander Kerfoot,Valtteri Filppula,1
Max Domi,Valtteri Filppula,1
Tyler Seguin,Valtteri Filppula,1
Jamie Benn,Valtteri Filppula,1
Nicklas Backstrom,Jonathan Drouin,1
Chris Wagner,Jonathan Drouin,1
Derek Stepan,Jonathan Drouin,1
Jason Spezza,Jonathan Drouin,1
Patrice Bergeron,Ondrej Palat,1
Claude Giroux,Vladislav Namestnikov,1
Teuvo Teravainen,Vladislav Namestnikov,1
Sebastian Aho,Vladislav Namestnikov,1
Brock Nelson,Vladislav Namestnikov,1
Ryan Strome,Vladislav Namestnikov,1
Valtteri Filppula,Vladislav Namestnikov,1
Nick Schmaltz,Vladislav Namestnikov,1
Lawson Crouse,Vladislav Namestnikov,1
Joel Eriksson Ek,Vladislav Namestnikov,1
Steven Stamkos,Vladislav Namestnikov,1
Brayden Point,Vladislav Namestnikov,1
Adam Lowry,Vladislav Namestnikov,1
Mark Scheifele,Vladislav Namestnikov,1
Andrew Copp,Vladislav Namestnikov,1
Adam Henrique,James Neal,1
Travis Zajac,James Neal,1
Ryan O'Reilly,James Neal,1
Carl Soderberg,James Neal,1
Josh Anderson,James Neal,1
Noel Acciari,James Neal,1
Jonathan Toews,James Neal,1
Brandon Sutter,James Neal,1
Bo Horvat,James Neal,1
J.T. Miller,Calle Jarnkrok,1
Bo Horvat,Calle Jarnkrok,1
Nazem Kadri,Calle Jarnkrok,1
Sean Monahan,Calle Jarnkrok,1
Mikko Koivu,Calle Jarnkrok,1
Adam Henrique,Calle Jarnkrok,1
Carl Soderberg,Calle Jarnkrok,1
Christian Dvorak,Calle Jarnkrok,1
William Karlsson,Calle Jarnkrok,1
Pierre-Edouard Bellemare,Craig Smith,1
Valtteri Filppula,Craig Smith,1
Mikael Backlund,Craig Smith,1
Tomas Hertl,Craig Smith,1
Sean Monahan,Filip Forsberg,1
Brandon Sutter,Jesper Bratt,1
Claude Giroux,Jesper Bratt,1
Andrew Copp,Jesper Bratt,1
Mark Letestu,Jesper Bratt,1
David Krejci,Jesper Bratt,1
Jay Beagle,Jesper Bratt,1
Evgeni Malkin,Blake Coleman,1
Leon Draisaitl,Blake Coleman,1
Mikael Backlund,Blake Coleman,1
Travis Konecny,Blake Coleman,1
Brayden Point,Blake Coleman,1
Steven Stamkos,Blake Coleman,1
Derek Stepan,Blake Coleman,1
Brandon Sutter,Blake Coleman,1
Marcus Johansson,Blake Coleman,1
Michael Raffl,Blake Coleman,1
Chris Tierney,Nico Hischier,1
Connor Brown,Nico Hischier,1
Jay Beagle,Nico Hischier,1
Sam Bennett,Nico Hischier,1
Derek Ryan,Nico Hischier,1
Travis Konecny,Nico Hischier,1
Brayden Point,Nico Hischier,1
Christian Dvorak,Nico Hischier,1
Brett Connolly,Nico Hischier,1
David Pastrnak,Nico Hischier,1
Chris Wagner,Nico Hischier,1
James Neal,Nico Hischier,1
Michael Raffl,Nico Hischier,1
James van Riemsdyk,Nico Hischier,1
Nicklas Backstrom,Brendan Gallagher,1
Pierre-Luc Dubois,Brendan Gallagher,1
Auston Matthews,Brendan Gallagher,1
Mikko Koivu,Brendan Gallagher,1
John Tavares,Brendan Gallagher,1
Lars Eller,Daniel Carr,1
Pavel Zacha,Alex Galchenyuk,1
Chris Wagner,Alex Galchenyuk,1
John Tavares,Andrew Shaw,1
Alexander Kerfoot,Andrew Shaw,1
Auston Matthews,Andrew Shaw,1
Sidney Crosby,Andrew Shaw,1
Evgeni Malkin,Andrew Shaw,1
Logan Couture,Andrew Shaw,1
Derek Grant,Andrew Shaw,1
Jeff Carter,Andrew Shaw,1
Craig Smith,Andrew Shaw,1
Trevor Lewis,Andrew Shaw,1
Anze Kopitar,Andrew Shaw,1
Claude Giroux,Andrew Shaw,1
Travis Konecny,Andrew Shaw,1
Garnet Hathaway,Andrew Shaw,1
Riley Nash,Andrew Shaw,1
Cam Atkinson,Andrew Shaw,1
Markus Granlund,Andrew Shaw,1
Ryan Nugent-Hopkins,Andrew Shaw,1
Leon Draisaitl,Andrew Shaw,1
Andrew Copp,Andrew Shaw,1
Mark Scheifele,Andrew Shaw,1
John Tavares,Derick Brassard,1
Sean Couturier,Derick Brassard,1
Chris Tierney,Derick Brassard,1
Christian Dvorak,Derick Brassard,1
Nick Schmaltz,Derick Brassard,1
Pierre-Luc Dubois,Derick Brassard,1
Cam Atkinson,Derick Brassard,1
Blake Wheeler,Derick Brassard,1
Noel Acciari,Derick Brassard,1
Leon Draisaitl,Derick Brassard,1
Connor McDavid,Derick Brassard,1
Garnet Hathaway,Derick Brassard,1
Mathieu Perreault,Derick Brassard,1
Jakub Voracek,Jean-Gabriel Pageau,1
Sean Couturier,Jean-Gabriel Pageau,1
Michael Raffl,Jean-Gabriel Pageau,1
Travis Zajac,Jean-Gabriel Pageau,1
Teuvo Teravainen,Jean-Gabriel Pageau,1
Jeff Carter,Jean-Gabriel Pageau,1
Chris Wagner,Jean-Gabriel Pageau,1
Patrick Marleau,Jean-Gabriel Pageau,1
Joe Pavelski,Jean-Gabriel Pageau,1
Nick Schmaltz,Jean-Gabriel Pageau,1
Max Pacioretty,Jean-Gabriel Pageau,1
Victor Rask,Jean-Gabriel Pageau,1
Ryan Hartman,Jean-Gabriel Pageau,1
Anthony Cirelli,Jean-Gabriel Pageau,1
Nicklas Backstrom,Mark Stone,1
Cam Atkinson,Mark Stone,1
Sean Monahan,Mark Stone,1
Logan Couture,Mark Stone,1
Josh Bailey,Mike Hoffman,1
Brandon Sutter,Mike Hoffman,1
Nazem Kadri,Mike Hoffman,1
Steven Stamkos,Mike Hoffman,1
Auston Matthews,Bobby Ryan,1
Ryan O'Reilly,Bobby Ryan,1
Chris Tierney,Ryan Dzingel,1
Sean Monahan,Ryan Dzingel,1
Jeff Carter,Ryan Dzingel,1
Cam Atkinson,Ryan Dzingel,1
Phillip Danault,Ryan Dzingel,1
Mathew Barzal,Ryan Dzingel,1
Bo Horvat,Kyle Turris,1
Logan Couture,Kyle Turris,1
Mark Jankowski,Kyle Turris,1
Mikael Backlund,Kyle Turris,1
Ondrej Palat,Kyle Turris,1
Cedric Paquette,Kyle Turris,1
Steven Stamkos,Kyle Turris,1
Eric Staal,Kyle Turris,1
Derek Grant,Kyle Turris,1
Ryan Getzlaf,Kyle Turris,1
Nick Schmaltz,Kyle Turris,1
Nicklas Backstrom,Kyle Turris,1
Tomas Hertl,Kyle Turris,1
Alexander Wennberg,Jacob de la Rose,1
Matt Duchene,Jacob de la Rose,1
Noel Acciari,Jacob de la Rose,1
Brian Boyle,Jacob de la Rose,1
Ryan Dzingel,Jacob de la Rose,1
Jordan Staal,Jacob de la Rose,1
Brayden Schenn,Jacob de la Rose,1
Oskar Sundqvist,Jacob de la Rose,1
Jeff Skinner,Jacob de la Rose,1
Jack Eichel,Jacob de la Rose,1
Tyler Motte,Jacob de la Rose,1
Connor McDavid,Jacob de la Rose,1
Mikael Backlund,Jacob de la Rose,1
Elias Lindholm,Jacob de la Rose,1
Mikael Granlund,Jacob de la Rose,1
Alexander Radulov,Jacob de la Rose,1
Ryan Getzlaf,Jacob de la Rose,1
Derek Grant,Jacob de la Rose,1
Nick Cousins,Chandler Stephenson,1
Claude Giroux,Chandler Stephenson,1
Nick Schmaltz,Chandler Stephenson,1
Mark Jankowski,Chandler Stephenson,1
Mikael Backlund,Chandler Stephenson,1
Marcus Johansson,Chandler Stephenson,1
Ryan Nugent-Hopkins,Chandler Stephenson,1
William Nylander,Chandler Stephenson,1
Nick Shore,Chandler Stephenson,1
Alexander Kerfoot,Chandler Stephenson,1
John Tavares,Chandler Stephenson,1
Joe Pavelski,Chandler Stephenson,1
Jordan Staal,Chandler Stephenson,1
Ryan O'Reilly,Chandler Stephenson,1
Leo Komarov,Chandler Stephenson,1
Jordan Eberle,Chandler Stephenson,1
Josh Bailey,Chandler Stephenson,1
Anders Lee,Chandler Stephenson,1
Phillip Danault,T.J. Oshie,1
Jeff Skinner,T.J. Oshie,1
Leon Draisaitl,T.J. Oshie,1
Derek Ryan,T.J. Oshie,1
Nick Shore,T.J. Oshie,1
Auston Matthews,T.J. Oshie,1
Gabriel Landeskog,T.J. Oshie,1
Nazem Kadri,T.J. Oshie,1
Nathan MacKinnon,T.J. Oshie,1
Joe Pavelski,T.J. Oshie,1
Nick Bonino,T.J. Oshie,1
Sebastian Aho,T.J. Oshie,1
Matt Duchene,Jakub Vrana,1
Casey Cizikas,Jakub Vrana,1
Jordan Staal,Jakub Vrana,1
Sebastian Aho,Jakub Vrana,1
Oskar Sundqvist,Joonas Donskoi,1
Steven Stamkos,Joonas Donskoi,1
Sidney Crosby,Joonas Donskoi,1
Nicklas Backstrom,Joonas Donskoi,1
Joseph Blandisi,Joonas Donskoi,1
Nick Shore,Andy Andreoff,1
Nico Hischier,Nick Bjugstad,1
Travis Zajac,Nick Bjugstad,1
Ryan Strome,Nick Bjugstad,1
Derick Brassard,Nick Bjugstad,1
Mathew Barzal,Nick Bjugstad,1
David Krejci,Nick Bjugstad,1
Patrice Bergeron,Nick Bjugstad,1
Markus Granlund,Nick Bjugstad,1
Leon Draisaitl,Nick Bjugstad,1
Tyler Pitlick,Nick Bjugstad,1
Tyler Seguin,Nick Bjugstad,1
Mark Scheifele,Vincent Trocheck,1
Blake Coleman,Vincent Trocheck,1
Leo Komarov,Vincent Trocheck,1
Anders Lee,Vincent Trocheck,1
Jack Eichel,Vincent Trocheck,1
Jeff Skinner,Vincent Trocheck,1
Alex Killorn,Vincent Trocheck,1
Brandon Sutter,Jonathan Huberdeau,1
Markus Granlund,Jonathan Huberdeau,1
Ryan Nugent-Hopkins,Jonathan Huberdeau,1
Sam Bennett,Jonathan Huberdeau,1
Elias Lindholm,Jonathan Huberdeau,1
Matt Calvert,Jonathan Huberdeau,1
Yanni Gourde,Jonathan Huberdeau,1
Nicklas Backstrom,Reilly Smith,1
Chris Wagner,Reilly Smith,1
Joe Thornton,Reilly Smith,1
Tomas Hertl,Reilly Smith,1
David Pastrnak,Reilly Smith,1
Connor McDavid,J.T. Compher,1
Blake Wheeler,J.T. Compher,1
Jason Dickinson,J.T. Compher,1
Christian Dvorak,J.T. Compher,1
Carl Soderberg,J.T. Compher,1
Derek Stepan,J.T. Compher,1
Ryan Getzlaf,J.T. Compher,1
Oskar Sundqvist,J.T. Compher,1
Tyler Bozak,J.T. Compher,1
Ryan O'Reilly,J.T. Compher,1
Tyler Johnson,J.T. Compher,1
Yanni Gourde,J.T. Compher,1
Steven Stamkos,J.T. Compher,1
Anthony Cirelli,J.T. Compher,1
Joseph Blandisi,J.T. Compher,1
Jake Guentzel,J.T. Compher,1
Sam Bennett,J.T. Compher,1
Elias Lindholm,J.T. Compher,1
Jason Zucker,J.T. Compher,1
Mikko Koivu,J.T. Compher,1
Ryan Nugent-Hopkins,Vladislav Kamenev,1
Josh Anderson,Vladislav Kamenev,1
Nick Foligno,Vladislav Kamenev,1
Pierre-Luc Dubois,Vladislav Kamenev,1
Brian Boyle,Vladislav Kamenev,1
Noel Acciari,Vladislav Kamenev,1
Nick Schmaltz,Vladislav Kamenev,1
Christian Dvorak,Vladislav Kamenev,1
Nicklas Backstrom,Kasperi Kapanen,1
Boone Jenner,Nino Niederreiter,1
Adam Henrique,Nino Niederreiter,1
Jason Spezza,Carl Hagelin,1
Connor McDavid,Carl Hagelin,1
Nick Shore,Carl Hagelin,1
Nathan MacKinnon,Carl Hagelin,1
Brock Nelson,Carl Hagelin,1
Mathew Barzal,Carl Hagelin,1
Joe Pavelski,Carl Hagelin,1
Christian Dvorak,Zach Sanford,1
Sebastian Aho,Kevin Fiala,1
Jonathan Toews,Austin Watson,1
Brandon Sutter,Ryan Johansen,1
Josh Leivo,Ryan Johansen,1
Patrick Marleau,Ryan Johansen,1
Vladislav Kamenev,Ryan Johansen,1
Milan Lucic,Ryan Johansen,1
Mark Jankowski,Ryan Johansen,1
Luke Kunin,Ryan Johansen,1
Victor Rask,Ryan Johansen,1
Derek Grant,Ryan Johansen,1
Ondrej Kase,Ryan Johansen,1
Devin Shore,Ryan Johansen,1
Derek Stepan,Ryan Johansen,1
Noel Acciari,Sean Kuraly,1
Travis Konecny,Sean Kuraly,1
Sean Couturier,Sean Kuraly,1
Adam Erne,Sean Kuraly,1
Jonathan Drouin,Sean Kuraly,1
Phillip Danault,Sean Kuraly,1
Nick Bjugstad,Sean Kuraly,1
Connor Brown,Sean Kuraly,1
Tomas Hertl,Sean Kuraly,1
Evander Kane,Sean Kuraly,1
Micheal Haley,Sean Kuraly,1
Oskar Sundqvist,Sean Kuraly,1
Yanni Gourde,Sean Kuraly,1
Tyler Johnson,Sean Kuraly,1
Joonas Donskoi,Sean Kuraly,1
Reilly Smith,Sean Kuraly,1
Mattias Janmark,Sean Kuraly,1
Vinnie Hinostroza,Sean Kuraly,1
Christian Dvorak,Sean Kuraly,1
Radek Faksa,David Backes,1
Tyler Seguin,Tim Schaller,1
Brian Boyle,Tim Schaller,1
James van Riemsdyk,Tim Schaller,1
Sean Couturier,Tim Schaller,1
Brayden Point,Danton Heinen,1
Nico Hischier,Jared McCann,1
Pavel Zacha,Jared McCann,1
Leon Draisaitl,Jared McCann,1
Ryan Nugent-Hopkins,Jared McCann,1
Sean Couturier,Jared McCann,1
Radek Faksa,Jared McCann,1
Tyler Seguin,Jared McCann,1
Timo Meier,Jonathan Marchessault,1
Sebastian Aho,Zach Parise,1
Carl Soderberg,Zach Parise,1
Oskar Sundqvist,Zach Parise,1
Anze Kopitar,Zach Parise,1
Leon Draisaitl,Zach Parise,1
Max Domi,Zach Parise,1
Phillip Danault,Zach Parise,1
Nick Bonino,Zach Parise,1
Jean-Gabriel Pageau,Zach Parise,1
Jared McCann,Patrick Maroon,1
Andrew Shaw,Paul Stastny,1
Frans Nielsen,Paul Stastny,1
Chandler Stephenson,Paul Stastny,1
John Tavares,Paul Stastny,1
Nick Foligno,Paul Stastny,1
Riley Nash,Paul Stastny,1
Brendan Gallagher,Paul Stastny,1
Jonathan Drouin,Paul Stastny,1
Carter Rowney,Paul Stastny,1
Nazem Kadri,Paul Stastny,1
Scott Laughton,Paul Stastny,1
Mikael Granlund,Paul Stastny,1
Trevor Lewis,Paul Stastny,1
Christian Dvorak,Paul Stastny,1
David Krejci,Paul Stastny,1
Charlie Coyle,Paul Stastny,1
Boone Jenner,Ryan Reaves,1
Riley Nash,Ryan Reaves,1
Derek Grant,Ryan Reaves,1
Nazem Kadri,Ryan Reaves,1
Kevin Hayes,Ryan Reaves,1
Chris Tierney,Ryan Reaves,1
Derek Ryan,Ryan Reaves,1
Christian Dvorak,Ryan Reaves,1
Derek Stepan,Ryan Reaves,1
Eric Staal,Jaden Schwartz,1
Sean Kuraly,Jaden Schwartz,1
Anze Kopitar,Jaden Schwartz,1
Trevor Lewis,Jaden Schwartz,1
Max Domi,Jaden Schwartz,1
Brock Nelson,Jaden Schwartz,1
Jeff Carter,Robby Fabbri,1
Paul Stastny,Robby Fabbri,1
Charlie Coyle,Robby Fabbri,1
Chris Wagner,Robby Fabbri,1
Radek Faksa,Robby Fabbri,1
Nick Shore,Cody Eakin,1
Mitchell Marner,Cody Eakin,1
Cam Atkinson,Cody Eakin,1
Patrik Laine,Cody Eakin,1
Max Domi,Cody Eakin,1
Nick Cousins,Cody Eakin,1
Derek Grant,Cody Eakin,1
Nazem Kadri,Cody Eakin,1
Tyson Jost,Cody Eakin,1
Gabriel Landeskog,Cody Eakin,1
Ryan Johansen,Cody Eakin,1
Adrian Kempe,Cody Eakin,1
Mikko Koivu,Valeri Nichushkin,1
Sean Couturier,Nick Paul,1
Travis Zajac,Nick Paul,1
Ryan Dzingel,Nick Paul,1
Micheal Haley,Nick Paul,1
Chris Kreider,Nick Paul,1
Charlie Coyle,Nick Paul,1
Jake DeBrusk,Nick Paul,1
Sean Kuraly,Nick Paul,1
Evander Kane,Nick Paul,1
Patrick Marleau,Nick Paul,1
Derick Brassard,Nick Paul,1
Anthony Mantha,Nick Paul,1
Derek Stepan,Nick Paul,1
Frans Nielsen,Nick Paul,1
Lars Eller,Nate Thompson,1
Josh Anderson,Nate Thompson,1
Adrian Kempe,Nate Thompson,1
Claude Giroux,Nate Thompson,1
Chris Wagner,Nate Thompson,1
Derek Stepan,Nate Thompson,1
Mitchell Marner,Nate Thompson,1
Alexander Kerfoot,Nate Thompson,1
Joe Thornton,Nate Thompson,1
Patrick Maroon,Nate Thompson,1
Jeff Skinner,Nate Thompson,1
Marcus Johansson,Nate Thompson,1
Johan Larsson,Nate Thompson,1
Erik Haula,Nate Thompson,1
Jordan Martinook,Nate Thompson,1
Jordan Weal,Gabriel Dumont,1
Nick Cousins,Gabriel Dumont,1
Max Domi,Gabriel Dumont,1
Ryan Nugent-Hopkins,Gabriel Dumont,1
Markus Granlund,Gabriel Dumont,1
Kyle Turris,Gabriel Dumont,1
Nic Dowd,Oskar Lindblom,1
Chris Wagner,Oskar Lindblom,1
Alexander Kerfoot,Oskar Lindblom,1
Jonathan Drouin,Oskar Lindblom,1
Max Domi,Oskar Lindblom,1
Sebastian Aho,Oskar Lindblom,1
Jordan Staal,Oskar Lindblom,1
Brock McGinn,Oskar Lindblom,1
Travis Zajac,Oskar Lindblom,1
Paul Stastny,Oskar Lindblom,1
Joe Pavelski,Oskar Lindblom,1
Pierre-Luc Dubois,Ivan Barbashev,1
Christian Fischer,Ivan Barbashev,1
Elias Lindholm,Ivan Barbashev,1
Mikael Backlund,Ivan Barbashev,1
Sean Monahan,Ivan Barbashev,1
Mark Jankowski,Ivan Barbashev,1
Leon Draisaitl,Ivan Barbashev,1
Ryan Nugent-Hopkins,Ivan Barbashev,1
Luke Kunin,Ivan Barbashev,1
Mikko Koivu,Ivan Barbashev,1
Alexander Wennberg,Ivan Barbashev,1
Nick Foligno,Ivan Barbashev,1
Victor Rask,Ivan Barbashev,1
Valtteri Filppula,Ivan Barbashev,1
Dylan Larkin,Ivan Barbashev,1
Trevor Lewis,Ivan Barbashev,1
Max Domi,Ivan Barbashev,1
Chris Tierney,Ivan Barbashev,1
Artem Anisimov,Ivan Barbashev,1
Jason Spezza,Ivan Barbashev,1
Nic Dowd,Ivan Barbashev,1
Tyler Seguin,Ivan Barbashev,1
Ryan Nugent-Hopkins,Alexander Steen,1
Riley Nash,Alexander Steen,1
Victor Rask,Alexander Steen,1
Mikko Koivu,Alexander Steen,1
Jay Beagle,Alexander Steen,1
Brock Nelson,Alexander Steen,1
Nicklas Backstrom,Alexander Steen,1
Cedric Paquette,Vladimir Sobotka,1
Anthony Cirelli,Vladimir Sobotka,1
Brayden Point,Vladimir Sobotka,1
Chandler Stephenson,Vladimir Sobotka,1
Christian Dvorak,Vladimir Sobotka,1
Mika Zibanejad,Vladimir Sobotka,1
Ryan Strome,Vladimir Sobotka,1
Adrian Kempe,Vladimir Sobotka,1
Ryan Getzlaf,Vladimir Sobotka,1
Radek Faksa,Vladimir Sobotka,1
Aleksander Barkov,Vladimir Sobotka,1
Mike Hoffman,Vladimir Sobotka,1
Max Domi,Vladimir Sobotka,1
Travis Zajac,Vladimir Sobotka,1
Riley Nash,Vladimir Sobotka,1
Alexander Wennberg,Vladimir Sobotka,1
Boone Jenner,Vladimir Sobotka,1
Nick Foligno,Vladimir Sobotka,1
John Tavares,Alex DeBrincat,1
Jay Beagle,Alex DeBrincat,1
Jeff Carter,Alex DeBrincat,1
Ryan Johansen,Alex DeBrincat,1
Colton Sissons,Alex DeBrincat,1
William Karlsson,Alex DeBrincat,1
Evgeny Kuznetsov,Alex DeBrincat,1
Mark Stone,David Kampf,1
William Nylander,David Kampf,1
Jay Beagle,David Kampf,1
Patrick Marleau,David Kampf,1
Logan Couture,David Kampf,1
Carter Rowney,David Kampf,1
Nick Bonino,David Kampf,1
Calle Jarnkrok,David Kampf,1
Ryan Dzingel,David Kampf,1
Jonathan Marchessault,David Kampf,1
Carl Hagelin,David Kampf,1
T.J. Oshie,David Kampf,1
Nic Dowd,David Kampf,1
Jakub Vrana,David Kampf,1
Nicklas Backstrom,David Kampf,1
Gustav Nyquist,David Kampf,1
Alexander Wennberg,David Kampf,1
Pierre-Luc Dubois,David Kampf,1
Boone Jenner,David Kampf,1
Markus Granlund,David Kampf,1
Melker Karlsson,David Kampf,1
Evander Kane,David Kampf,1
Alexander Kerfoot,Zack Smith,1
Nick Bjugstad,Zack Smith,1
Evgeni Malkin,Zack Smith,1
Brandon Sutter,Zack Smith,1
Jay Beagle,Zack Smith,1
Riley Nash,Zack Smith,1
Kevin Hayes,Zack Smith,1
Scott Laughton,Zack Smith,1
Sean Couturier,Zack Smith,1
Claude Giroux,Zack Smith,1
Tomas Hertl,Zack Smith,1
Mark Letestu,Zack Smith,1
Mark Scheifele,Zack Smith,1
Connor McDavid,Zack Smith,1
Ryan Nugent-Hopkins,Zack Smith,1
Boone Jenner,Zack Smith,1
Ryan O'Reilly,Tomas Jurco,1
Tyler Bozak,Tomas Jurco,1
Luke Kunin,Tomas Jurco,1
Derick Brassard,Tomas Jurco,1
Nico Hischier,Dominik Simon,1
Pavel Zacha,Zach Aston-Reese,1
Nico Hischier,Zach Aston-Reese,1
Connor McDavid,Zach Aston-Reese,1
Claude Giroux,Zach Aston-Reese,1
Joe Pavelski,Zach Aston-Reese,1
Nathan MacKinnon,Zach Aston-Reese,1
Mark Scheifele,Zach Aston-Reese,1
Derek Grant,Zach Aston-Reese,1
Erik Haula,Michael Dal Colle,1
Cedric Paquette,Greg McKegg,1
Colton Sceviour,Greg McKegg,1
Riley Sheahan,Greg McKegg,1
Johan Larsson,Greg McKegg,1
Charlie Coyle,Greg McKegg,1
Anze Kopitar,Tomas Nosek,1
Jordan Weal,Tomas Nosek,1
Max Domi,Tomas Nosek,1
Phillip Danault,Tomas Nosek,1
Jonathan Drouin,Tomas Nosek,1
Nazem Kadri,Tomas Nosek,1
Ryan Carpenter,Tomas Nosek,1
Jonathan Toews,Tomas Nosek,1
Andrew Shaw,Tomas Nosek,1
Scott Laughton,Tomas Nosek,1
Joseph Blandisi,Tomas Nosek,1
Jean-Gabriel Pageau,Tomas Nosek,1
Nick Bonino,Tomas Nosek,1
Matt Duchene,Tomas Nosek,1
Mikael Backlund,Tomas Nosek,1
Christian Dvorak,Tomas Nosek,1
Brad Richardson,Tomas Nosek,1
Charlie Coyle,Tomas Nosek,1
Joe Thornton,Tomas Nosek,1
Melker Karlsson,Tomas Nosek,1
David Kampf,Alex Tuch,1
Ryan Carpenter,Alex Tuch,1
Anze Kopitar,Alex Tuch,1
Noel Acciari,Jack Roslovic,1
Aleksander Barkov,Jack Roslovic,1
J.T. Compher,Jack Roslovic,1
Brandon Sutter,Jack Roslovic,1
Blake Coleman,Jack Roslovic,1
Travis Zajac,Jack Roslovic,1
William Karlsson,Jack Roslovic,1
Cody Eakin,Jack Roslovic,1
Paul Stastny,Jack Roslovic,1
Riley Sheahan,Jack Roslovic,1
Carl Soderberg,Jack Roslovic,1
David Kampf,Jack Roslovic,1
Kevin Fiala,Jack Roslovic,1
Zach Parise,Jack Roslovic,1
Mikko Koivu,Jack Roslovic,1
Vladislav Namestnikov,Jack Roslovic,1
Mika Zibanejad,Jack Roslovic,1
Nico Hischier,Jack Roslovic,1
Anders Lee,Jack Roslovic,1
Jordan Eberle,Jack Roslovic,1
Kyle Turris,Ryan Donato,1
Max Domi,Ryan Donato,1
Phillip Danault,Ryan Donato,1
Nick Shore,Ryan Donato,1
Chris Tierney,Ryan Donato,1
Claude Giroux,Filip Chlapik,1
Travis Zajac,Filip Chlapik,1
David Krejci,Darren Helm,1
Filip Chytil,Darren Helm,1
Jordan Staal,Darren Helm,1
Ryan O'Reilly,Darren Helm,1
Ivan Barbashev,Darren Helm,1
Brandon Sutter,Darren Helm,1
Leon Draisaitl,Darren Helm,1
Jordan Staal,Tyler Bertuzzi,1
Claude Giroux,Colin White,1
Wayne Simmonds,Colin White,1
Blake Coleman,Colin White,1
Sebastian Aho,Colin White,1
Ryan Dzingel,Colin White,1
Jamie Benn,Colin White,1
William Karlsson,Colin White,1
Max Pacioretty,Colin White,1
Victor Rask,Colin White,1
Zach Parise,Colin White,1
Ryan O'Reilly,Colin White,1
Ivan Barbashev,Colin White,1
Jaden Schwartz,Colin White,1
Jesper Fast,Colin White,1
Lias Andersson,Colin White,1
Alexander Kerfoot,Colin White,1
Nick Shore,Colin White,1
Nate Thompson,Brendan Leipsic,1
William Nylander,Brendan Leipsic,1
Andrew Cogliano,Brendan Leipsic,1
Kyle Turris,Brendan Leipsic,1
Leon Draisaitl,Barclay Goodrow,1
Eric Staal,Barclay Goodrow,1
J.T. Miller,Barclay Goodrow,1
Brandon Sutter,Barclay Goodrow,1
Mathieu Perreault,Barclay Goodrow,1
Brad Marchand,Barclay Goodrow,1
David Krejci,Barclay Goodrow,1
Connor Brown,Barclay Goodrow,1
Jean-Gabriel Pageau,Barclay Goodrow,1
Nick Shore,Barclay Goodrow,1
Phillip Danault,Barclay Goodrow,1
Jordan Staal,Barclay Goodrow,1
Sam Bennett,Barclay Goodrow,1
Cody Eakin,Dylan Strome,1
Paul Stastny,Dylan Strome,1
Jonathan Marchessault,Dylan Strome,1
Jared McCann,Dylan Strome,1
J.T. Miller,Dylan Strome,1
Devin Shore,Dylan Strome,1
Colton Sissons,Dylan Strome,1
Kevin Hayes,Dylan Strome,1
Tomas Nosek,Dylan Strome,1
Riley Nash,Dylan Strome,1
Adam Lowry,Dylan Strome,1
Sean Couturier,Dylan Strome,1
Patrick Marleau,Dylan Strome,1
Adam Henrique,Jonny Brodzinski,1
Dylan Larkin,Alex Iafallo,1
Jonathan Toews,Alex Iafallo,1
David Kampf,Alex Iafallo,1
Mikko Koivu,Alex Iafallo,1
Ryan O'Reilly,Alex Iafallo,1
Jordan Staal,Alex Iafallo,1
Paul Stastny,Alex Iafallo,1
Jay Beagle,Troy Terry,1
Derek Ryan,Troy Terry,1
Sean Kuraly,Troy Terry,1
Barclay Goodrow,Troy Terry,1
Valtteri Filppula,William Carrier,1
Derek Grant,William Carrier,1
Mikael Backlund,William Carrier,1
Mikko Koivu,Michael Amadio,1
Zach Parise,Michael Amadio,1
Tomas Tatar,Michael Amadio,1
Phillip Danault,Michael Amadio,1
Nick Paul,Michael Amadio,1
Jean-Gabriel Pageau,Michael Amadio,1
Nick Shore,Michael Amadio,1
Mitchell Marner,Michael Amadio,1
John Tavares,Michael Amadio,1
Dylan Strome,Michael Amadio,1
Joel Eriksson Ek,Michael Amadio,1
Mats Zuccarello,Michael Amadio,1
Brayden Schenn,Michael Amadio,1
Oskar Sundqvist,Michael Amadio,1
