Player,embedding
David Krejci,"[0.1469741145856098,0.09912828246200377,0.14403165842412105,0.11638213693574721,0.14285209040522553,0.09812288154153687,0.09907744541956422,0.16204036626834603,0.10524220815030313,0.14198345996281955,0.15701912038617583,0.14494343015760866,0.07044404835138454,0.09739894183136368,0.14809986532836886,0.15146229259370833,0.09205435181353938,0.10039542382705724,0.0786456265565575,0.12476009163947367,0.08225496743673377,0.11635926224016958,0.11398779195517812,0.13212590400890287,0.15784342437942725,0.14504403067531668,0.10629066515751182,0.11332913313902955,0.09885777905959717,0.10587943302296604,0.07536000123499123,0.13491179542262094,0.09207416940976075,0.110043438060663,0.15530845444840416,0.10684368025637138,0.1627182606164636,0.16250004559780437,0.13159391442470744,0.09473614249767862,0.161959269676361,0.16307037648676717,0.13753968734839586,0.14357856984518408,0.13468172226118247,0.10881660882445035,0.08673597011494528,0.14869690779873537,0.11477480857985072,0.07355514164385978,0.1701457590483723,0.10000468408075591,0.12550911139741128,0.1453231356874244,0.17231062060353944,0.09859482760343402,0.0982566693057131,0.10352741483251729,0.0841541162723883,0.07308509322502636,0.16496599515264138,0.11783633665559587,0.14977258200683644,0.09232383172550508]"
Noel Acciari,"[0.14697413428219852,0.09914743547691564,0.1440463743207287,0.11638742830736838,0.14286725142694148,0.09814387314588037,0.09908399465952138,0.16202707205082603,0.10525094909860856,0.14199179895369754,0.15700609777028582,0.14494089287302256,0.07045031973707584,0.09740596104246838,0.14811413699866113,0.15145211595876215,0.09205516532657766,0.10041352927801572,0.07865595139434084,0.12474206104386482,0.08225986957408542,0.11634554950304045,0.11396958632589277,0.1321367858409337,0.1578175165099012,0.14507236320938863,0.10629398058148123,0.11334536844741075,0.09885209450794455,0.1058767921107471,0.07537177364875093,0.13491438476984738,0.09207895366049028,0.11007014502635823,0.1553006635263891,0.10686327550682144,0.16273524509914644,0.16248737514784306,0.13156898543320517,0.09473443292962117,0.16195323622271607,0.16306379384262293,0.1375369573747585,0.14354542170088525,0.13465666085585756,0.10878822143347797,0.08675674646983111,0.14868447181029557,0.1147809214727819,0.0735551489283452,0.17013209003005314,0.09999934549967893,0.12551315735036125,0.1453238081383449,0.1723029247401429,0.09861668134296865,0.09826292498662516,0.10350331662840234,0.08418244890426099,0.0730929784261894,0.16497917168181692,0.11784598140734831,0.14975893080140032,0.09232993229174054]"
David Pastrnak,"[0.14693101952674947,0.09932338576166759,0.1441396543767761,0.11645916084201915,0.14297083858210582,0.0985064257044402,0.09919898099307255,0.16190618868209566,0.10537571080562923,0.1419517989351281,0.15689555339564693,0.144842987279992,0.07057949743634354,0.09756119557631655,0.1481850880346341,0.15140393536354838,0.0919798977075484,0.1006956856680466,0.07876692866178742,0.124448984316694,0.08242215406408411,0.1162317998348923,0.11385432571183896,0.13214239875868203,0.15758432338680223,0.1453031504243669,0.10637571700246096,0.1134117130503857,0.09882505400848296,0.10589440209722242,0.07559170334852611,0.1348794823458756,0.09215360430081213,0.11031152878984037,0.15525360103883024,0.10693800225570345,0.16279780842187946,0.16235546532237013,0.13134179841385218,0.09478091225127457,0.16185137319769555,0.1630208389147478,0.13753977012525745,0.14329638319638335,0.13440374508229055,0.10846943298892717,0.08706629435069431,0.1485853202357043,0.11478749769430731,0.0736673655917356,0.1699646676984032,0.09995769738320973,0.12561742351206057,0.14525917008121955,0.1722000065406217,0.09886215876411517,0.09840748541793108,0.103390420019323,0.0844740128072176,0.07326216853413765,0.16502420282552668,0.11795686056164852,0.14961301993220685,0.092428295240226]"
Torey Krug,"[0.14706134541101748,0.09918359170786195,0.1440888820719751,0.11634095348691029,0.14294370522074523,0.09816664991437617,0.09907615340108965,0.1619380468388367,0.1052713069980412,0.1419922361587942,0.15694724189300036,0.14493342790318528,0.07044250139951531,0.09740002188046787,0.14816566447567467,0.15139273236760442,0.09199684720181746,0.10049685358864408,0.07863995594045284,0.12463970496136442,0.08229121929578792,0.11626589719413664,0.11389788524929881,0.13219657854514535,0.15780959750137732,0.1451780887426601,0.10628786465617686,0.1133492787046101,0.09887780160388532,0.10585255313900373,0.07537265491049354,0.13494473539156965,0.0921212612447327,0.11015394415767024,0.15532306170695423,0.10689836530542701,0.1627908057646672,0.16242369923456346,0.1314860203605984,0.09475313519165525,0.1620008605638366,0.16305927352600438,0.13745942397282493,0.14346597074487194,0.1345297121255086,0.10866652895120696,0.08678816373963481,0.14868515628619017,0.11476504573935466,0.07354524254695019,0.1700311845325506,0.1000125339079931,0.12552116779249345,0.1453684648212108,0.17232305811998758,0.09867507815276261,0.0982960465997992,0.10346092030073767,0.08424806743035072,0.0731421039157948,0.1650137372851765,0.11793054773955666,0.14975865263081442,0.09239680566037312]"
Zdeno Chara,"[0.14692712221698015,0.09919074271604222,0.14406361295705447,0.11642796092911203,0.14287299930225686,0.09825220503183077,0.09912195574535883,0.16202400912533266,0.10528134612258079,0.14198035423650102,0.15699121146894598,0.14491124574080236,0.07049432940158686,0.09745494839253717,0.14812241550608896,0.15145861909203065,0.09205925914370859,0.10047641304506659,0.07870028035029987,0.12468601981343863,0.08229688398869961,0.11633600732320229,0.11395506640656096,0.13211771007815323,0.15773844487191377,0.14511285093793755,0.10632371959094429,0.1133661486402259,0.09883711026127609,0.10588775806465267,0.07544100954533445,0.13489490742195503,0.09208834496620096,0.11012049201358406,0.15527579780229436,0.10687668932820044,0.16273860733967177,0.1624692146622088,0.13152609301482948,0.09474217006395258,0.16190148012786063,0.16305056697654077,0.13757077808461046,0.14348701631502794,0.1346178910947103,0.1087300905595815,0.08684534366426463,0.14865036132040538,0.11478923981957799,0.07359160313692982,0.17011597556187988,0.09998188232806987,0.12554308582594798,0.1452874263131444,0.17226488043614474,0.09867624904137483,0.09829463923510429,0.10347932666368069,0.08425269607629043,0.07312831452663322,0.16498010879488223,0.11785063163689864,0.14970997155019813,0.09233638993259506]"
Brandon Pirri,"[0.1469426956899511,0.09920260452926358,0.14407352360780568,0.11641884324829253,0.14288709868750132,0.09827691017201498,0.09912533730916506,0.1620038613484806,0.105292340284993,0.1419751835185029,0.15697770987551182,0.14490396965674443,0.0704989464854998,0.09746485645391223,0.1481299022366006,0.15144634696757117,0.09204001300925868,0.10050787708361336,0.07869999654832159,0.12464921741702838,0.08231596559065776,0.11631983400334502,0.11394296456898943,0.1321222918326084,0.15773384362125717,0.14513917401026594,0.10632699808464138,0.11336397330920668,0.09884259336360617,0.10588671973615967,0.07545470270952331,0.13489556518621398,0.09210172371157314,0.110141117775659,0.15527910260755495,0.10687686057921189,0.16274493269604876,0.16245334529509173,0.1315026620926475,0.09474970310040585,0.16190550874299273,0.16305023874088048,0.13755531114431754,0.14346928853902452,0.13458593659499915,0.10869194332588007,0.08686625048042498,0.14865118287855136,0.11478201390960832,0.07360135368072837,0.17008810089975515,0.0999826128354517,0.1255527806394932,0.14529008676644542,0.17226347250327834,0.09869506681780742,0.09830916487835063,0.1034742142949915,0.08427533321818807,0.0731491058676876,0.16498187377652507,0.1178730652651561,0.1497052596667421,0.09235683879721275]"
Valtteri Filppula,"[0.14703766277767533,0.09912240496380162,0.14404369365619454,0.11634304385595295,0.1428869366839946,0.09807296998763948,0.0990538384140246,0.16200112216833157,0.10523320149108271,0.14199149894854207,0.1569981965545024,0.144956072322967,0.0704174304692481,0.09736558003250469,0.14812401921636256,0.1514316159757053,0.09203128198327586,0.1003985739357404,0.07861694343514299,0.12474654712048984,0.08224419697763517,0.11632406199865188,0.11395623754458419,0.13216790219022587,0.15787437659955605,0.1450742101507136,0.10627192908290241,0.11332281622230264,0.09887865034630687,0.10586004829476682,0.07531979258169398,0.1349399090685668,0.09208800853675238,0.11005931586491435,0.15533104397666317,0.10685886882927237,0.16274791506906677,0.16247929335658354,0.13157797048911854,0.09474053819312857,0.16200909169919647,0.1630733991069668,0.1374899126493885,0.14356564891440218,0.13464099244424896,0.10879385577674318,0.08670212235187941,0.14871055067804978,0.11476677811438231,0.0735249824312616,0.17010992267078254,0.10002067897255344,0.12549422887448045,0.1453654143290632,0.17234126102321756,0.09859229095697575,0.09825296922100353,0.10351556302658228,0.08414811618454547,0.0730863169405992,0.1649850587977378,0.11787126903392534,0.14979652481530914,0.0923469542434575]"
Nikita Kucherov,"[0.14705688119250895,0.0993987842196337,0.1442148061998346,0.11640079540620672,0.14310057180822774,0.09858054571456337,0.09920179715910236,0.16175547531988008,0.10542007295234204,0.14194833950912067,0.15679198233813701,0.14482103234894061,0.07058350029137972,0.09756757335718048,0.14827316216357425,0.15130855642199992,0.09188468319127724,0.10085166140508534,0.07875581843458848,0.12426277602215745,0.08248541102921328,0.11609541208345897,0.11372814597627955,0.13223689555210433,0.15754169485564976,0.1454899979301549,0.10637485477322361,0.11342711857192436,0.09886051374667025,0.10585970103365143,0.07561576242573757,0.13492350997259112,0.09222528171930987,0.11046808583327107,0.15528197516052553,0.10700428160523878,0.1628925736415398,0.16224193193534156,0.13118952255747188,0.09481514307907474,0.16191258949148044,0.16300787158766913,0.13742445778613183,0.1431440548950034,0.13418169916459585,0.10825071490110841,0.08714853264250126,0.14857101045782592,0.1147675876540571,0.0736613480010365,0.16979383413365526,0.09997282766431687,0.12563932518031504,0.145321178709798,0.1722178968573701,0.0989802151641832,0.0984738380100284,0.10331008558121262,0.08460807799644476,0.07335462178574773,0.16508558500544337,0.11809618586228578,0.14959472130148493,0.09253691572481557]"
Jonathan Drouin,"[0.1470853849542972,0.09924359301865258,0.14412905770302023,0.11634336308963342,0.14300413071047838,0.09826691363186256,0.0991039260544699,0.16186860289631141,0.10531079621598136,0.14198038479219754,0.1568935418997422,0.14490519076487934,0.07047360359701178,0.09743498890387595,0.14820662583712335,0.1513567594556699,0.09195376975617528,0.10060166061118024,0.07866192203475751,0.1245244809226397,0.08234350764656877,0.11620136405921523,0.11383548719002892,0.132225658021799,0.15774408559144965,0.14527957293418253,0.10630622600593867,0.11336860823857196,0.09888164956422288,0.10584674195256795,0.07542691405387027,0.1349500042839249,0.09215676394898212,0.11025219563491702,0.1553215852586401,0.10693560585483632,0.1628317676339577,0.1623619668403455,0.13139399612140876,0.09477394467264057,0.16199578362376094,0.16304537697931826,0.13742918061825918,0.14336782024225608,0.1344112156475706,0.10853716063067423,0.08687953005405163,0.14865696379220575,0.11476237059128769,0.07356668556380114,0.16994748134713292,0.10000833500023193,0.12554927632924248,0.14537181062670448,0.17230547963918036,0.09876368830882415,0.09834737936729121,0.10341381176529968,0.08435004694501488,0.07320470805673569,0.16504282455517788,0.11799267187566741,0.1497211044716379,0.09244701987462545]"
Ondrej Palat,"[0.1470604960578562,0.09926170632822047,0.14413301005452836,0.11636369330953965,0.14300158784968633,0.09833024290623112,0.09912603256896227,0.16186796768347814,0.10532868517601505,0.14196584980046578,0.15688831354480084,0.14488605456430462,0.07049974604220602,0.09746536161738273,0.1482033699769698,0.15136366201410867,0.09194805835549717,0.10063858286822824,0.07868202075152379,0.12448884738495512,0.08237102942839956,0.11619942317537216,0.11383434492804408,0.13220718573885276,0.1577108198126903,0.14529346863338682,0.10632316857396036,0.1133697746415444,0.09887758294987414,0.10585713343238545,0.07546768920755303,0.13493587210839408,0.09216420520154686,0.11027121843826637,0.1553120626732859,0.10693030825438654,0.16282436409980863,0.1623531135457501,0.13137579404702218,0.09478348042393614,0.1619689653646845,0.16304173214750695,0.137447724754136,0.14334870721763043,0.13439463157419002,0.10850745298205927,0.08692851489685388,0.14864341340218648,0.11476216074444158,0.07359361808370128,0.16993773575603355,0.10000043457469623,0.12556898595007146,0.1453493236923773,0.1722843067312495,0.09879235367782684,0.09836843226621612,0.10341347524278743,0.08438324643745272,0.07322951455766889,0.1650356168730029,0.11799630914402223,0.14969755327084297,0.09245215308032512]"
Vladislav Namestnikov,"[0.1471555451578932,0.09929184592212877,0.14417775570932523,0.11630823461557911,0.14307661393295332,0.0983255119898324,0.0991072753030993,0.1617829031301654,0.10534176657696176,0.1419808217566569,0.15683241540889808,0.14489030539872907,0.07047907472072909,0.09744795608083345,0.14825667110717503,0.15129968297705265,0.09189809207736516,0.10070283373484501,0.07865907408470629,0.12440585096433063,0.08238798767784236,0.11612405828625491,0.11376443964385746,0.132273929906777,0.15771407958661496,0.14539550195179085,0.10630867149232158,0.11337858694613913,0.09890144380706743,0.10582866550188892,0.0754525176066054,0.13497126628614275,0.09220229929507626,0.1103453770037894,0.15533331999014105,0.10696991504010137,0.16288468988603502,0.16229637220127746,0.13129913039861554,0.09479356591422704,0.16202407219702814,0.16303789302589816,0.137364563046067,0.1432743703504088,0.13427906041170504,0.10839854599445575,0.08693830004244227,0.14864942474840545,0.11474829302965707,0.07357238847673235,0.16984432084362372,0.10001316955587357,0.12556838833738423,0.14540254794815544,0.17231053805668078,0.09883675680898078,0.09838776348735603,0.10336522325143371,0.08443571169017712,0.07326510720268126,0.16507389882214493,0.11807701839008827,0.14970505526023173,0.09251527969624061]"
James Neal,"[0.14708185227580733,0.09926033567869706,0.14414330412964338,0.11634516712135735,0.14300757969826672,0.09831981348133875,0.09911449467516958,0.16186107307989908,0.10532700983721777,0.14197569227485826,0.15688201583464131,0.144891328977608,0.0704889648217034,0.0974581435218311,0.14821129795963164,0.1513507319483034,0.09194550358214862,0.10064556382506883,0.07867389551671954,0.12448026054267482,0.08236978872103771,0.11619141016555024,0.11382685573890694,0.13221494173934417,0.15771922357802118,0.145310377248077,0.10631737202758147,0.1133683781870355,0.09888612212830364,0.10585049801587718,0.0754597733851568,0.13494384910497326,0.09217242709761721,0.11027409230666589,0.15531392093759158,0.10693005841366367,0.16283349947632567,0.1623505813296331,0.13136782956374843,0.09478242006233602,0.1619805615195505,0.16304354484493183,0.13743400276211162,0.14334063437687405,0.13438158875088185,0.1084936867290929,0.0869200896086209,0.1486513519278394,0.11475641684213755,0.07358859586483538,0.1699250079866177,0.10000232612203998,0.1255679146474428,0.1453609967503631,0.1722927991415434,0.09879007003748494,0.09836292497724924,0.10340689041531932,0.08438298036874005,0.07323222586825215,0.16503538682221033,0.11801023326827163,0.1497027093981118,0.0924639433214323]"
Mattias Ekholm,"[0.1470289350328595,0.09917893480749267,0.14406958088479926,0.11636591457741734,0.1429257876985531,0.0981839568167894,0.09909264702322096,0.1619532975088963,0.10527417113717344,0.14197453872651788,0.15696108045586818,0.14492587578315272,0.07045846001310581,0.09741471056257026,0.14814537076856088,0.15141519146457386,0.09199700811060169,0.1004850994968158,0.0786480527256309,0.12465158402900885,0.08229777685170508,0.11628445081350475,0.1139187077197512,0.13217525165259314,0.1578078678559578,0.14514452233715394,0.10629567721718146,0.11334288152991269,0.0988673651489381,0.10586723182397278,0.07538678893787952,0.1349285379831533,0.0921103436272224,0.11013782530888375,0.15532179317386904,0.10688536441977695,0.16276743702597102,0.16243219779898757,0.13150462639041846,0.09475714812466307,0.16198258734641172,0.1630601860946136,0.1374820772195638,0.1434921082159316,0.1345592993343397,0.10869125484426666,0.08679858858272325,0.14867964080515542,0.11476943090991557,0.07355972319547611,0.1700528191755356,0.10000922341188692,0.12552523867715834,0.1453479914889117,0.17230895023203363,0.09867105728428291,0.09830413582318781,0.10348189721772343,0.084240686792301,0.0731407274765895,0.16500545542527048,0.11790850052212695,0.14975424365976256,0.09237952508940261]"
Anthony Bitetto,"[0.1469666796902752,0.0994055067846185,0.14419870400713183,0.116459455626413,0.1430541137278652,0.09864466147434724,0.09923414556700365,0.1618113820519426,0.10542887717844658,0.1419383761730069,0.15682009568576513,0.14480389417046857,0.0706203531778703,0.09760755730902544,0.1482443152321354,0.15135246366990804,0.09192410110568376,0.10084351479177911,0.07879757805542413,0.12428758301930547,0.08249308586060639,0.11614094000000318,0.11376593844436912,0.1321828307240838,0.15749200437489191,0.14544965014214534,0.1064003682763503,0.1134374616785053,0.09883365408371873,0.10588380457593756,0.07566581353615758,0.13488887848888814,0.09220496096483181,0.11044873980932664,0.1552503356367574,0.10698857257332342,0.1628570726770252,0.16227049968687246,0.13121352507447467,0.0948092380870514,0.16184435082348222,0.16300206838320858,0.13749885774529702,0.1431560359413377,0.1342370468403496,0.10828767031544448,0.08719231279651377,0.14854745286641838,0.11478265618778236,0.07369550230474657,0.16984746258480987,0.09995204892363614,0.12565634724177677,0.14526534420093642,0.17217757646607618,0.09898438639057965,0.09847597598070193,0.10332269272760711,0.08461492218762127,0.07334906189722139,0.16506207416316293,0.11804497109926006,0.14956033681885872,0.09249883820258997]"
Calle Jarnkrok,"[0.14688721863512108,0.09914859167720008,0.14401900215692798,0.1164435924509584,0.1428169337251115,0.09818064823953485,0.09911389422656551,0.16208179039664072,0.10525726289881288,0.1419874716043436,0.15704391231604958,0.14493463579628432,0.07047751701123968,0.09744253543918999,0.14807454608936593,0.1514965663664811,0.09208719503626261,0.10037443845265391,0.07868907141412143,0.12479060072731943,0.08226107566837061,0.11640526171247613,0.11402298625901297,0.13208550733825877,0.15779541458964114,0.14500819661631253,0.1063110525507367,0.1133593400842622,0.09881068060151338,0.10590645489292358,0.07540811398228835,0.13487472440998802,0.09204789127984098,0.11003318872092482,0.1552716585152635,0.10684626495501386,0.16269241096275583,0.1625220156544656,0.13160436105119774,0.0947196606124413,0.16189342266428033,0.16306019380120057,0.13759783433826722,0.14358613092983083,0.13473856133136639,0.10884609343440385,0.08677832661124651,0.14866903588925828,0.11479961962722514,0.07358526766435444,0.17019677662253274,0.09997729089616753,0.1255230692667435,0.14526951116286832,0.17226195603053884,0.09860093699768988,0.09826125815958335,0.10352141892468543,0.0841733788687254,0.07307304738567845,0.1649612948288443,0.1177845972548198,0.14973686848138845,0.09228501273257653]"
Craig Smith,"[0.14692808825081763,0.09949741623276984,0.14423755013689823,0.11650854557438316,0.14309748479025605,0.09886559765552352,0.09930820827295016,0.16175263297967818,0.10550235828720353,0.14189709027822378,0.15676632364582754,0.14474010317368355,0.07070440889989991,0.0977057056119534,0.14826769294135758,0.15133854348245093,0.091873852277484,0.1010054134359468,0.07886024630372958,0.12411977726032625,0.0825969684052174,0.11608761704128123,0.11371561270312154,0.13216587461121324,0.15736604664677917,0.1455562990526105,0.10645285724945387,0.11346080126922496,0.09882091918843874,0.10590454351098358,0.07580161375874984,0.13485906375236154,0.09224625619464764,0.11056911492305255,0.15522653963239566,0.10701059371752243,0.1628718987931798,0.1622010707376969,0.13109794693947133,0.09484447004435917,0.16177946914491018,0.16298125191977528,0.13751259110393224,0.1430373122725781,0.13410836055461794,0.10811993563816948,0.08737488784332062,0.148492991575146,0.11478192224604565,0.0737739892378643,0.16975997487447084,0.09992916060294794,0.1257222530068965,0.14521597741098474,0.17211299903653365,0.09911947640716631,0.09856511888230785,0.10328267256774229,0.08477315743425373,0.07345230967501853,0.16507349320669437,0.11809998532716294,0.14947768076632492,0.09255002175717246]"
Filip Forsberg,"[0.1469788752767566,0.09918905507834416,0.1440725806359483,0.11639546052887693,0.1429011039284554,0.09823201743988678,0.09910820819941964,0.16198782326626884,0.10528083623230271,0.14197652727287904,0.15697186655298717,0.14491402229245395,0.07047986196931584,0.09743835952523291,0.14813829044356683,0.1514341618999709,0.0920287316200475,0.10049622285879853,0.07867783661268603,0.12465575146623173,0.08230297888162925,0.11630519490266321,0.11393124584581783,0.1321444850708037,0.15776309263010097,0.1451405795321705,0.10631354299488682,0.11335411901350766,0.09885729974797926,0.10587582404786691,0.07542154221690395,0.13491280852077706,0.09210542532165818,0.11013697777061769,0.15529647527017879,0.10688015642474816,0.16275607329080086,0.162447727464077,0.1315074197319467,0.0947525824227421,0.1619389442375819,0.16305443291200372,0.1375288715285482,0.14347718236409132,0.13457575804454483,0.10869766687382912,0.08683264200869613,0.14866299510532585,0.11477674923737252,0.07357953771507708,0.17007680536101666,0.0999951482272009,0.12553926900617104,0.14531635114900812,0.17228621152266557,0.0986822301173478,0.0983019273892344,0.10347747706963341,0.08425614740530035,0.07314257814236806,0.1649896403945615,0.11788625960580379,0.1497265255506088,0.09236395163716886]"
Roman Josi,"[0.1470226739434334,0.09939848149637705,0.14420441926074493,0.11642087522702725,0.14307756365131666,0.09861823914151241,0.0992171644743449,0.16177772563912063,0.10542714931809519,0.1419330865959131,0.15680428649435402,0.14480840120385005,0.0706026672830964,0.09758989593804544,0.14825522191317428,0.15132812899687326,0.09188990805441068,0.10086005805295996,0.07876967276767162,0.12426018295953796,0.08250024312842291,0.11611448951383603,0.1137483083887102,0.13220568897697352,0.15752815753938532,0.14546932063393214,0.10638867652510683,0.11342054748492922,0.09885601044405345,0.10587330347868451,0.07564337970341221,0.13490590033481048,0.09222222667053334,0.11045573911132366,0.15527340644241236,0.10698443178184122,0.16286876701576697,0.1622526464925406,0.13120022258394762,0.09482015518810259,0.16188572808764357,0.16300835021564652,0.13745359472218813,0.1431572697894134,0.13420092167148454,0.10826067312834418,0.08717260334720783,0.14856618426655507,0.11476622019895656,0.07368551777232471,0.1698091634217843,0.09996663147538444,0.12565261106838083,0.1452949270564142,0.1722014329465251,0.09898308750243119,0.09848131326058585,0.10332871708350218,0.08461072013278698,0.07336286605758294,0.16506688538473205,0.11808070904412339,0.1495823522956283,0.09252853676449166]"
Viktor Arvidsson,"[0.14711280582593572,0.0994253176018761,0.14423293101019943,0.11637492417812204,0.14315080312266865,0.09860581428160395,0.09920714245657226,0.16168797677066352,0.1054414014648509,0.14193557371626134,0.15675486262416596,0.14481204886536655,0.07058621873366008,0.09757368199809302,0.1482965588541459,0.1512716645051065,0.09182643065894415,0.10090780079695891,0.07874217384649737,0.12418868337122094,0.08251984430416627,0.1160458698731156,0.1136872527890168,0.1322713322557239,0.15754620972793687,0.1455444903087646,0.10637322925940491,0.11342671744839503,0.09887128965877817,0.10585402870821796,0.07562405822620305,0.13493605131778544,0.09225178789301132,0.11051907477731858,0.15530127400304933,0.10702206002185323,0.162918726137252,0.16219463916188395,0.1311335948329235,0.0948331524911488,0.16194603776962962,0.163005690149672,0.13736607737640824,0.14310676739013498,0.13410114012021504,0.10817001564435796,0.08717594014442558,0.14857122958084557,0.11475625826467334,0.07366566798944031,0.16972320332752636,0.0999813887891701,0.12564929845496595,0.14534503201287277,0.17222384213536765,0.09902091572876222,0.09850809723416144,0.10329368811556491,0.0846561081964165,0.07339459992713829,0.16510996176809267,0.11815212871478158,0.1495963843010042,0.09258304100658994]"
Jesper Bratt,"[0.1469788048009813,0.09942439703270278,0.14420509609340157,0.11645729341083857,0.1430714910128322,0.09869581995598771,0.0992498900404181,0.16178198523938359,0.10544954016275393,0.14191739415188426,0.1568024902778932,0.14478616064860095,0.07063810175361976,0.09762969241966835,0.1482484879246773,0.15134171714661335,0.09188899405219852,0.10089374394791858,0.07880056203520955,0.12422995222238048,0.08252966062575229,0.11611951379811405,0.11375122535791933,0.13218189579734135,0.15748093897003992,0.14547613121799186,0.10641104792308613,0.11343119396216088,0.09883976291377379,0.10588951409804093,0.07569490973230912,0.13488446141338925,0.09222313702843486,0.1104774068269957,0.1552564005637139,0.10698473840569367,0.16285812747710177,0.1622451482460747,0.131181043256885,0.09482669620234593,0.1618454346223313,0.16300076775883993,0.13748285248215975,0.14313617349452026,0.13419215854362287,0.10823545581797654,0.0872333633873859,0.148543123518415,0.11477319073374921,0.07371772246671768,0.16980842722270081,0.09995320907139237,0.12567495191728814,0.14526112010214956,0.17216897897982275,0.09901736027473662,0.09850629875777002,0.10332473854788843,0.08465270059141775,0.07338558746164017,0.1650630008859957,0.11807363863435136,0.14954985859877967,0.09252541021218624]"
Miles Wood,"[0.1470469185480375,0.09929513016960097,0.14415443510104559,0.1163761020777596,0.14301346515876442,0.09840270992496936,0.09914560198552616,0.1618545431033976,0.10535274530734276,0.141966088691291,0.15687078759683576,0.14486977484785946,0.07052301892881643,0.09749874442985507,0.1482148398872229,0.1513547789698199,0.09194214554755073,0.10069121751334514,0.0787059862311847,0.12443682864987018,0.08240092521888347,0.11618519857993977,0.11381826294379774,0.1322010806383682,0.1576637434744822,0.14533792510121613,0.10633924971092801,0.11338548796519425,0.09887017577083679,0.10586151653992619,0.07551396608402075,0.13492615405659047,0.09217813952575848,0.1103118775658327,0.15529615328210303,0.10694089929311595,0.16283384840142556,0.16233491228659197,0.13133365853118756,0.09478777314262775,0.16194211717517942,0.16303349995516114,0.13745452135020364,0.1433009059331205,0.13435403712305283,0.10844803964151106,0.08698816917071626,0.14862624298429167,0.11476292657269183,0.07361897421649553,0.16991129423805074,0.09998808872049007,0.12559102410838607,0.14533260480615454,0.17226132573254457,0.09883531893623529,0.09839003437685714,0.10338970392983414,0.08443780094435427,0.07325971997683313,0.16503891099049003,0.11801398935863368,0.14966690004108066,0.09247013398673977]"
Brian Gibbons,"[0.14687465946274034,0.0994169057964034,0.14417945830744533,0.11651722383321896,0.1430043340649126,0.09872604731818138,0.09927260180900302,0.16186406419223953,0.10544649166900154,0.14192257684857035,0.15685004317114343,0.14478283445574308,0.07066228576927697,0.09766183603841487,0.1482069493114356,0.15139627647971995,0.09194971139069874,0.10084383784999143,0.07884008998951893,0.12429967843692813,0.08251620043302982,0.11619234375226165,0.11381357229716096,0.1321193791258381,0.15744884384886143,0.14540561194407756,0.1064295232900431,0.11344562553111737,0.09880111148165795,0.10591532213583811,0.07572976922387398,0.13484442329884908,0.09218668310323112,0.11042750884525117,0.15521809087663269,0.10696311175665867,0.16281127120904185,0.1622975743685533,0.13123272946726564,0.0948048033922833,0.1617715689524148,0.16299762959771524,0.13756762268818976,0.143177244957894,0.13429367616344418,0.10831438291778546,0.08724778759559977,0.14852798013095234,0.11479315633403474,0.07374483404933066,0.1698948814872457,0.09992823181682631,0.1256819951451024,0.14520081354459846,0.17212958665574923,0.09899085871111675,0.0984876987425733,0.10334272411558974,0.08462885839487623,0.07335284820788919,0.16503363510750754,0.11799699114345583,0.14952444777363466,0.09246847977930135]"
Will Butcher,"[0.14704856847753278,0.09942184386852398,0.144227236301315,0.11641118180607671,0.14311139723871644,0.09864313762595876,0.0992198236031807,0.1617412346196488,0.10543923216393242,0.14193605153662403,0.15677649427995288,0.14480206993570713,0.07060601165848494,0.09759326546677087,0.14828115386680296,0.15130426168774588,0.09187247081635012,0.10090160739488616,0.0787727390740787,0.12421262607455098,0.08251453595808482,0.11607904347398051,0.11371301339389459,0.13223038747640448,0.157506165691687,0.14552315571829505,0.106390132576669,0.11342966082457505,0.0988625856920954,0.10586346415004502,0.07565314867913088,0.1349169131750284,0.09224004980826993,0.11050139999353645,0.15527603148436853,0.10700638222322309,0.1628969042593674,0.1622234937614458,0.13115787549645513,0.0948267928092472,0.16189531372584526,0.16300285964489894,0.13743003998578124,0.1431090344626063,0.13414233578662546,0.10820201249617864,0.08719928495122833,0.1485576659437818,0.11476458039175033,0.0736831340798091,0.16976746439184168,0.09996793538127552,0.1256587481159031,0.14530842994184406,0.17220283284156382,0.09901771368265774,0.09849743416228891,0.10330096297656106,0.08465057278941418,0.0733857257656016,0.16508442472883178,0.11811427707260677,0.1495719168693766,0.09255345168875517]"
