Player,embedding
Mark Jankowski,"[0.14707694484668996,0.09916347378933184,0.14407625895299803,0.11632692757662405,0.14293658491204161,0.09813752305236094,0.09906655661094459,0.16193954707808114,0.10526303708791644,0.14198409589545238,0.1569545563838874,0.14493905150068775,0.0704321189635687,0.09738805679673265,0.14815493778658637,0.1513949466307762,0.09198556610704334,0.1004808959757538,0.07862112379950374,0.12465136338519123,0.0822876150933907,0.11627102408421693,0.11390881774632264,0.13219420677635338,0.15784455717050394,0.14515495292977873,0.10628009882948662,0.11333069561989315,0.09888811908174377,0.1058537990207781,0.07535376583929396,0.13494743046026306,0.09212095218884579,0.11012943094330227,0.15533692809505714,0.10688070544989611,0.16277921901567433,0.1624299456385196,0.13150551563163745,0.09475805142543917,0.16201951361636568,0.16306678555493223,0.1374491704304017,0.14349842873756957,0.13454506527141605,0.10868756207184001,0.08676119052389457,0.1487004897220828,0.11475690812647528,0.07354112057448058,0.17003457650165715,0.10002084942021863,0.1255151276836652,0.1453774304284996,0.17233538936828444,0.09865356268309833,0.09829119499953927,0.10348431470877135,0.08422021080755557,0.07313788327177824,0.16500566802265615,0.11793049445904202,0.1497780075969639,0.09239700439662131]"
Mikael Backlund,"[0.14710076548695097,0.0990430815178496,0.1440114017808181,0.11628064004955062,0.142864109911581,0.09787718130626262,0.09898528581165653,0.16202798079110767,0.1051734854621622,0.14201912218368257,0.15703417831043429,0.14501091911501954,0.07033946883886294,0.09727754740003546,0.14810689214713346,0.15142976220322932,0.09204682385123437,0.10027328698672357,0.07854757786952585,0.12486853650298038,0.0821661620861093,0.11635466315047317,0.11399089608316842,0.13219355235196298,0.15800298564860632,0.14499152440963994,0.10622201122279153,0.11329304883562881,0.0988991268889581,0.10583952881436853,0.07519734989430982,0.13497121186831207,0.09206236780178535,0.10996156683814648,0.15536533384987586,0.10683676065623941,0.1627380475856773,0.16252546641870116,0.1316660063589534,0.09471822215784903,0.16208643206987286,0.16309440809955497,0.13744931653171125,0.14367016019144427,0.13472875179849866,0.10891749778099061,0.0865414101515707,0.14876690798488923,0.11475714335670714,0.07345794896359477,0.17015926036295095,0.10004747534804956,0.12543829584505314,0.1454212317903775,0.17240600837620126,0.09847983927392708,0.0981853830377696,0.1035555898033565,0.08401551744455965,0.07301028536849508,0.16497894461904003,0.11784558932113272,0.1498784584084246,0.09232267555035849]"
Johnny Gaudreau,"[0.1469685453772617,0.09929191509104585,0.14410943513995034,0.11643183694797357,0.14296690790795674,0.0984465454588964,0.09918539788838691,0.1618954726027074,0.10536379801270372,0.14192883490098004,0.1569082983014664,0.14485265588916474,0.07056034767435339,0.09753792546060577,0.14816441514535836,0.15140429676009878,0.09194251878819734,0.10066368198151773,0.07872829247262413,0.12447071219997756,0.08242003657158851,0.11623857000283763,0.1138731008467833,0.13214611115459685,0.15765870231881804,0.14525113212739837,0.10636156230000321,0.11338203321597311,0.09883737189168156,0.10589893381507705,0.07555258319625349,0.13488530055903758,0.09214928586754058,0.11027014131233863,0.15528489400496548,0.10691246458622591,0.1627760738723868,0.1623597856596911,0.13137345405117676,0.09479086430498222,0.16189598299104604,0.16303285160489295,0.137503643310368,0.14336269684692854,0.1344264946438101,0.10850815348367601,0.08701374960724849,0.14861291547945854,0.11477292592095245,0.07365885889101018,0.16996342769695172,0.09997670228550373,0.12560510889089943,0.145278179064648,0.17222424235929173,0.09882489733600339,0.09840740856303984,0.10343582020054826,0.08442771903317166,0.07325419921765368,0.16501880506346997,0.11795956509404464,0.14965434850813447,0.09243408871758647]"
Matthew Tkachuk,"[0.1469822766260776,0.09913413388367344,0.14403551312916252,0.11638113752304775,0.1428635990575142,0.09812946519855979,0.09908003395157546,0.16202690618505117,0.10524567847760616,0.1419800565786043,0.1570106200311451,0.1449404556280861,0.07044638892406381,0.09739916689563795,0.14810668760600879,0.15145656727375734,0.09204567257773716,0.1004068897204024,0.07864532426509384,0.12474559578756331,0.08225993210489677,0.11634712329981309,0.11397661590396684,0.13213430085097766,0.15783886323163024,0.14505697563666708,0.10629104154682717,0.11332959438022958,0.09886032190878719,0.10587742356010778,0.07536149211288047,0.13491529718568837,0.09207900787208764,0.11005706202542251,0.15531218179217277,0.10685003949663303,0.1627257352982539,0.16248942003792133,0.13158267701169096,0.0947405298535381,0.1619643589329507,0.16306902759493133,0.13753179612920682,0.14356712233498026,0.134664003424516,0.10880092950319123,0.086743466876449,0.1486937043299575,0.11477467792369027,0.07355378492596483,0.17013293247941977,0.1000067165886532,0.12551018434364403,0.14532786714503448,0.1723115507695948,0.09860557671716139,0.09826406413822722,0.10352221317485982,0.08416495688240377,0.07309260320165592,0.16497244999001465,0.1178462094144003,0.14977087998355676,0.09233018168597704]"
Sean Monahan,"[0.14695674706094844,0.09893460029249512,0.14390722800285474,0.1163452345488715,0.1427005948273722,0.09777268393055219,0.09897756069839798,0.1622113969339254,0.10511275577937948,0.14200737959930143,0.1571644223078555,0.14503477147166408,0.07033132931638679,0.09726059580558326,0.14799133065235284,0.15155131753186127,0.09215279152702874,0.10007911205513655,0.0785489784922252,0.12509687587182367,0.08208997966040174,0.1165206841158299,0.11415017833417986,0.1320740188584316,0.15807687125937492,0.14474689555321332,0.10622011500847968,0.11325336031947396,0.09886901879097139,0.10588247452370113,0.07515608478654721,0.13492007268704392,0.09197698514965891,0.10975587811202153,0.15534376926699042,0.10673864702621495,0.16261207728917165,0.1626649177554792,0.13186730523926796,0.09468606904783763,0.16202489633798192,0.1631162576458095,0.13758646634996535,0.14387824452450212,0.1350050620330585,0.10919872226806039,0.08642721335654281,0.14879351773839047,0.11477377033666554,0.07346309646112952,0.1703669738834592,0.100038273632604,0.12540884608659741,0.14535038682832443,0.17239427067844268,0.0983241475117134,0.098106168170097,0.10367623816384466,0.08383300835830036,0.07289950641651093,0.16489389455370518,0.11767695067937002,0.1499131428788284,0.09218967963460538]"
Dougie Hamilton,"[0.14702346499830835,0.0992562998820545,0.14411899709834758,0.1163845020429721,0.14297511501822754,0.09834659260898848,0.09913683876527174,0.16189655854819063,0.10532957672175076,0.14195877523124745,0.156906422339799,0.14488192583845752,0.07051184362560654,0.09748048161968632,0.14818321728630043,0.15138568639178163,0.09196137255489503,0.10062508155439473,0.07869322511522986,0.12450829994059841,0.0823729579676964,0.11622623558472996,0.11386042655115743,0.13217946740081543,0.15770483222950638,0.14526118692621953,0.1063317456682137,0.11336788970650781,0.09886672683732893,0.10586976218208771,0.07548376472414241,0.13491874964094486,0.09215284153865776,0.11024905292852337,0.15530258482418516,0.10691480599667631,0.16280023188250092,0.16237131661912904,0.1313966865966757,0.09478088533646306,0.16194368888958527,0.1630421931974237,0.13747742879669272,0.1433718182114198,0.13443107395184717,0.10853581715285908,0.08693627559473853,0.14864024841159482,0.11476539395205766,0.07360942191576787,0.16996612576858433,0.09999326125511845,0.12557431324779295,0.1453255517338785,0.1722698748994463,0.09878318563310116,0.09836654590053345,0.10343039331687727,0.08437302546137566,0.0732235132603245,0.16502100478578696,0.11797041820811019,0.1496905857902362,0.09243474494431808]"
Logan Shaw,"[0.14701327132435166,0.09944040443047482,0.14422368550621328,0.11643790506227712,0.14310273774841994,0.09870862382093842,0.09924711608914308,0.16174587412099262,0.10545897533691877,0.14191777953311752,0.1567775111195477,0.14478317211194983,0.07063593663321491,0.09762953858932874,0.14826951997969248,0.1513171818134996,0.09186491804802993,0.10093042959977533,0.07879440836787902,0.12418575637359917,0.08254375483811434,0.11608661192957866,0.11372196601034915,0.13220541054630627,0.1574755082522597,0.14552086660052044,0.10640931625857501,0.1134332696961665,0.09885009432207602,0.1058796705311652,0.07569831181039224,0.1348957887485037,0.09224085864956416,0.11051269833605618,0.15526499935811106,0.10699934474811738,0.16288010887424503,0.1622191263012261,0.13114560760610436,0.09483431824281285,0.16186270776987954,0.16299850187058165,0.1374517396650463,0.14310192383375134,0.13413886106926926,0.10818290508462725,0.08724899887906176,0.14854311364412823,0.11476587414685308,0.07371580072610016,0.1697660406622759,0.09995768390048133,0.12567914911508088,0.14527846742692738,0.17217610365957042,0.09904326790072177,0.09852010199506883,0.1033069475721111,0.08468130782304016,0.0734071494070273,0.1650770215025589,0.11810885642511705,0.1495486320165778,0.09255448403874775]"
Matt Niskanen,"[0.14698330167834994,0.0990793026449446,0.1440044311742923,0.11636584109360021,0.1428235173371308,0.09802126291402252,0.09904707072470566,0.16207433118621045,0.10520686659032163,0.14199384443018795,0.1570500932643549,0.1449705061377344,0.07040945135598578,0.09735465051568629,0.14808045411170934,0.15147715015170804,0.09207694793343157,0.10031433157861223,0.07861585638020264,0.12484479137841596,0.08220785215366794,0.1163906582222247,0.1140185604100177,0.1321251894667648,0.15790559151641564,0.14497755526076503,0.10626816543453738,0.11331183603536506,0.09886438471122352,0.10587488835501081,0.07529767493055298,0.1349218996729932,0.09205193116432792,0.10997658313789768,0.15532131352172257,0.10682514481574439,0.16270167377148662,0.16253646458933127,0.13165815820303736,0.09472343259511877,0.16198715028466748,0.16308139767816324,0.1375413725300447,0.1436472215975695,0.1347532515398138,0.10890876166871716,0.08664951280553422,0.14872175420325667,0.11477524292883697,0.07352197233672428,0.17019476829209224,0.10001631517133795,0.12547889211639365,0.14534089882659126,0.1723385091729582,0.09852705613717334,0.09821634320322974,0.10355821522370201,0.08407300125566555,0.07303655835453268,0.16495527393856188,0.11780302419058493,0.14981235848228777,0.09229308825430899]"
Marcus Johansson,"[0.14707976570140105,0.09910443017346361,0.14404392196941737,0.11631078216942357,0.14289606647450595,0.09801870933235375,0.09903030769918207,0.16198868332391,0.10522000416449617,0.1419995154054192,0.15699545439972543,0.14497121602515015,0.07039152626156718,0.09733730439590224,0.1481294445577775,0.15141646265397063,0.09202056912767405,0.1003812105572763,0.07858961006148718,0.12475783219599057,0.08222951938945378,0.11631491417248466,0.1139504501219184,0.13218775103561728,0.15791488817328156,0.14507307270214886,0.10625463442230074,0.11331155915649352,0.09889394999483546,0.10584919631559,0.07528248990486802,0.13495697893634295,0.09209229912413501,0.1100457750569632,0.15534752213150507,0.10685629653532287,0.16275677193548432,0.16247890089637934,0.13158605474132,0.09473996798760063,0.1620457772339996,0.16308003678481486,0.1374591498767531,0.14358126453206294,0.13463834613936412,0.10880279038981028,0.08665917203346933,0.14872973612724041,0.11475859699594332,0.07350348231436596,0.1701002522615142,0.10003224003295666,0.12548007642845646,0.1453937845969871,0.1723660762152805,0.09856991142128968,0.09823962585656455,0.10352053938148659,0.08412148701121262,0.07307687300825025,0.16498878062210373,0.11788502846001903,0.14982253354660832,0.09235609135537397]"
Alex Ovechkin,"[0.14704501806198783,0.09919496800144995,0.14408894108147047,0.11635658768806004,0.14294339853753743,0.09820910783223682,0.09909308271811729,0.1619345720266197,0.1052836628917836,0.14197862937025982,0.1569431139183347,0.144919695473982,0.07046158344297812,0.09742026644802297,0.14816241466637947,0.1513985050679785,0.09198911209746041,0.10052099237786671,0.07865219204943523,0.12461456596841508,0.08231100407593696,0.11626302517637449,0.11389642041002991,0.13218516403699423,0.1577891805246333,0.14518503992435028,0.10629896849218444,0.11334783261085542,0.09887547308845344,0.10586085034749729,0.07539928249403022,0.13493523800580176,0.09212612929464377,0.11016679234022848,0.15531937209494034,0.10689442806087897,0.16278503661845845,0.16241563540437087,0.1314745757982992,0.09476194745213917,0.1619847991275226,0.16305723979318265,0.13747092039238495,0.14345588629133993,0.13451835197696058,0.10864741338954376,0.08682114616240567,0.1486753600831638,0.11476544292543933,0.0735630918688128,0.17002385760751376,0.10000839186246442,0.1255339479382411,0.1453539952680296,0.17230866925787128,0.09869491556942728,0.09831302035027989,0.10346329055277813,0.08426994469385166,0.07315999968131308,0.16501022137323873,0.11793312588508155,0.14974384704400534,0.09239920990911558]"
Evgeny Kuznetsov,"[0.14709700107787999,0.09907801742252229,0.14403330569494383,0.1162915042026882,0.14288671622150606,0.09794289303854009,0.09900517480048769,0.16200224958594878,0.10519733554179943,0.14201680059747293,0.1570105956510815,0.1449949867041247,0.07036172860312101,0.09730514897963446,0.14812359881825157,0.15141642939856242,0.09203333133958434,0.10032684357244152,0.07856724190448254,0.12481243250213601,0.08219523711620053,0.11633029012377609,0.1139648578748146,0.1321987417829234,0.1579579884116042,0.14504091977354122,0.10623542560406235,0.11330877942986282,0.09889426265873383,0.1058415833302669,0.07523693399877268,0.13496725841461665,0.09207784498119523,0.11000952379158395,0.15535538688696854,0.10685501262604909,0.16275493570793345,0.16249896389999233,0.13161902242741597,0.0947257718641126,0.16206966252987481,0.16308583256884826,0.1374468894833438,0.1436177776627834,0.13467748720408493,0.10885333851373244,0.08659818570482676,0.14874775499849857,0.11475945577934986,0.07347659662338454,0.1701252344319559,0.10003875059472668,0.12545700588781125,0.14541268486463624,0.172386988474737,0.09852703615511549,0.09821051497352808,0.10352847821060034,0.08407295570918956,0.07304193253839368,0.1649907540090863,0.11786940911804339,0.14985074614736324,0.09234248263117739]"
Andre Burakovsky,"[0.14702983640096762,0.09924346012697428,0.14411454458723577,0.11637629624030893,0.14296798804393543,0.098310842307985,0.09912468005170258,0.16190490136653476,0.10531902091242315,0.1419703018878029,0.15691520604248305,0.14489420076731777,0.07049680237457191,0.09746677571918859,0.1481789003111733,0.151386172921913,0.09196969590478965,0.10059640468454357,0.07868367394258191,0.12453578321706603,0.08235650875917232,0.11623675957949194,0.11387019964766225,0.13218267105811252,0.15772663774478152,0.145246326940601,0.10632153489061445,0.11336721734661667,0.09886458490121991,0.10586753968493766,0.0754628625360613,0.13492203964372596,0.09214545545952216,0.11022977427490963,0.15530399023507824,0.10691232063453784,0.16279873848511833,0.16238258787637205,0.1314132045722414,0.09477222857106835,0.1619527446420729,0.16304568797533636,0.1374731376278895,0.14339107526579284,0.13445483245421636,0.10856057011066174,0.08690701690423305,0.14864986103012806,0.11476687261500655,0.07359759949888896,0.16998061915599827,0.09999446357330906,0.1255638009148475,0.14533296210917185,0.1722776080397535,0.09875993436594918,0.09835160153046608,0.10343291554989201,0.0843490745661177,0.07320555255359541,0.16502051323515515,0.1179611877825169,0.14970320254963146,0.09242611770247827]"
Dmitry Orlov,"[0.1471661454932531,0.09902780193108358,0.14401236582692808,0.11623845166212163,0.14289209495350505,0.09781878218055164,0.09896145926013929,0.16198994249102672,0.1051634186931564,0.142018869718273,0.15701986278297883,0.14502494546436004,0.07031129453052264,0.09724522680053814,0.14811881921383915,0.1514040755332556,0.09201286107133512,0.1002665137925834,0.07851015945738249,0.12486024286305104,0.08215882853854894,0.1163272375303941,0.11397218603330263,0.13222910239058105,0.158055038289113,0.145002286876511,0.106200752438106,0.11327614223382867,0.09892000938204878,0.10582569431577225,0.07515379585874593,0.13499433780135053,0.09207352353367089,0.10996146749846064,0.15539518016698936,0.10683913085071929,0.1627543644715984,0.1625085560229353,0.13166202756631115,0.09472539412883334,0.16214137531435693,0.16310205675993475,0.13739496932026468,0.14368249237091002,0.1347029045120652,0.10890703784898711,0.08649838086882294,0.14878906091199423,0.11474480518599475,0.07343264130662891,0.17012745943909563,0.10006588769827411,0.12542260574168632,0.14546235600405075,0.1724378292403195,0.09846582071802806,0.0981835095642835,0.10356093734858664,0.08399548901514871,0.07301071715004596,0.16499264227745417,0.11787705758159871,0.14991183673530237,0.09234485953864036]"
